,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,dominant_topic
Doc176,0,0,0,0.14,0.39,0,0,0,0.46,0,8,https://stackoverflow.com/questions/57941472/not-able-to-install-fabric-sdk-go-and-its-dependencies
Doc177,0,0.03,0.26,0.06,0.64,0,0,0,0,0,4,https://stackoverflow.com/questions/57940422/hyperledger-composerattempt-to-get-property-owner-on-an-invalidrelationship-is
Doc178,0,0.42,0,0,0,0,0,0,0.57,0,8,https://stackoverflow.com/questions/57932369/error-removing-peer1-from-org1-on-byfn-are-there-more-files-to-change-from-byfn
Doc179,0,0.23,0,0.04,0.14,0,0,0,0.41,0.18,8,https://stackoverflow.com/questions/57918819/timeout-expiry-while-executing-a-heavy-transaction-in-chaicode-of-hyperledger-fa
Doc180,0.18,0,0.38,0.2,0,0,0.04,0,0,0.2,2,https://stackoverflow.com/questions/57911721/how-are-blockchain-keypair-private-keys-hidden-from-miners-and-how-are-they-gen
Doc181,0.65,0,0.11,0,0,0,0,0.05,0,0.19,0,https://stackoverflow.com/questions/57879122/how-to-ensure-that-transactions-with-mobile-sensor-data-are-authentic-in-a-decen
Doc182,0,0,0.11,0,0,0.57,0,0,0.3,0,5,https://stackoverflow.com/questions/57873378/can-anyone-explain-exactly-what-is-the-difference-of-words-below-in-hyperledger
Doc183,0.3,0.09,0,0,0,0.12,0,0,0.36,0.13,8,https://stackoverflow.com/questions/57865333/how-organizations-can-communicate-privately-with-each-other-on-same-channel-with
Doc184,0.67,0,0,0.01,0,0,0,0,0.31,0,0,https://stackoverflow.com/questions/57864334/how-to-prevent-third-party-to-seeing-the-data-on-same-channel-in-hyperledger-fab
Doc185,0,0.02,0,0.48,0.04,0,0.33,0.08,0,0.04,3,https://stackoverflow.com/questions/57835680/comptablity-of-web3j-with-infura
Doc186,0.77,0,0,0,0,0,0.06,0.03,0,0.13,0,https://stackoverflow.com/questions/57820369/is-there-a-way-to-restrict-the-transaction-data-the-corda-rpc-users-can-view-wit
Doc187,0,0,0.08,0,0.04,0,0.27,0.19,0,0.41,9,https://stackoverflow.com/questions/57816444/how-many-addressed-can-be-added-to-a-bitcoin-full-node
Doc188,0,0,0.31,0,0,0,0.19,0.2,0,0.29,2,https://stackoverflow.com/questions/57797091/how-to-get-utxos-and-transactions-related-to-a-specific-address-without-using-bi
Doc189,0.2,0.03,0,0,0,0,0.55,0.2,0,0,6,https://stackoverflow.com/questions/57792691/why-is-no-callable
Doc190,0.17,0,0,0.43,0,0,0.39,0,0,0,3,https://stackoverflow.com/questions/57760940/i-call-smartcontract-token-erc20-why-show-hashing-output
Doc191,0,0,0,0,0,0,0,0.3,0.61,0.07,8,https://stackoverflow.com/questions/57771146/how-to-solve-this-error-blockchain-chaincode
Doc192,0,0,0,0,0.43,0,0,0.1,0.45,0,8,https://stackoverflow.com/questions/57754764/getting-error-while-instantiating-the-chaincode-on-the-peer
Doc193,0,0,0,0.7,0,0,0.3,0,0,0,3,https://stackoverflow.com/questions/57746088/what-is-the-replacement-function-for-contract-at-in-web3-js-for-including-a-cont
Doc194,0,0,0,0.57,0,0,0,0,0,0.43,3,https://stackoverflow.com/questions/57744810/blockchain-in-c-sharp-hash-value-doesnt-change-despite-of-changing-transactio
Doc195,0,0.32,0,0,0,0.17,0,0,0.5,0,8,https://stackoverflow.com/questions/57742651/how-can-i-remove-a-peer-and-organization-from-byfn
Doc196,0,0.59,0,0,0.07,0,0,0.13,0.21,0,1,https://stackoverflow.com/questions/57729363/failed-to-connect-before-the-deadline
Doc197,0.11,0.09,0.46,0.03,0,0,0,0.08,0.23,0,2,https://stackoverflow.com/questions/57722985/how-to-manage-user-authentication-for-hyperledger-using-msp-and-fabric-ca-client
Doc198,0.71,0,0,0,0.16,0,0.03,0,0,0.09,0,https://stackoverflow.com/questions/57706788/how-to-build-the-seamless-bridge-between-two-blockchain-platform
Doc199,0.01,0,0,0,0,0,0,0.23,0.76,0,8,https://stackoverflow.com/questions/57690246/cannot-query-or-do-transaction-on-hyperledger-fabric
Doc200,0.33,0,0.27,0,0,0.03,0,0.07,0,0.3,0,https://stackoverflow.com/questions/57688806/basic-approach-for-bondtrading-with-corda
Doc201,0,0,0,0,0,0,0,0,0,1,9,https://stackoverflow.com/questions/57601082/in-bitcoin-how-do-i-calculate-the-probability-for-the-latest-n-block-s-to-be-wr
Doc202,0.12,0,0.16,0.1,0,0,0.61,0,0,0,6,https://stackoverflow.com/questions/57600098/creating-aion-accounts-with-the-intellij-maven-plugins
Doc203,0,0,0,0.54,0,0,0.38,0,0,0.07,3,https://stackoverflow.com/questions/57580702/how-to-call-a-smart-contract-function-using-python-and-web3-py
Doc204,0,0,0,0.32,0.15,0,0.29,0,0,0.23,3,https://stackoverflow.com/questions/57579421/detect-reverted-transaction-in-web3-py
Doc205,0,0,0,0,0.06,0,0,0.17,0,0.77,9,https://stackoverflow.com/questions/57569163/overflowing-mempool-during-sending-a-lot-of-transaction
Doc206,0,0,0,0.2,0.09,0,0.54,0.16,0,0,6,https://stackoverflow.com/questions/57553623/metamask-connecting-to-private-blockchain-using-custom-rpc-but-balance-not-updat
Doc207,0.56,0,0.25,0,0,0.17,0,0,0,0,0,https://stackoverflow.com/questions/57552647/how-to-configure-private-blockchain-using-bigchaindb-is-it-possible
Doc208,0.32,0,0,0.5,0.05,0,0,0,0,0.12,3,https://stackoverflow.com/questions/57547998/getting-typeerror-cannot-set-property-data-of-undefined
Doc209,0,0,0.48,0,0,0,0,0.3,0,0.21,2,https://stackoverflow.com/questions/57546672/how-to-make-mobile-wallet-with-my-own-coin
Doc210,0.12,0,0,0,0,0.6,0,0.26,0,0,5,https://stackoverflow.com/questions/57541059/progress-bar-with-blockstack-gaia-storage-api
Doc211,0.11,0,0,0.04,0,0.12,0.62,0,0,0.1,6,https://stackoverflow.com/questions/57539683/truffle-migration-takes-too-much-time
Doc212,0.11,0,0,0,0,0,0,0,0,0.89,9,https://stackoverflow.com/questions/57538131/transaction-in-a-blockchain
Doc213,0.52,0,0.05,0.3,0,0,0,0.13,0,0,0,https://stackoverflow.com/questions/57536809/how-to-dynamically-pass-an-argument-to-a-function-being-called-by-a-logic-app-wi
Doc214,0,0,0,0,0.33,0.29,0.17,0.2,0,0,4,https://stackoverflow.com/questions/57534021/migration-run-out-of-gas
Doc215,0,0,0,0.3,0,0.11,0.59,0,0,0,6,https://stackoverflow.com/questions/57523722/how-do-i-create-an-ethereum-hd-wallet-implementation-with-nethereum
Doc216,0,0.42,0,0,0,0,0.06,0,0.51,0,8,https://stackoverflow.com/questions/57522341/installing-hyperledger-fabric-peers-on-virtual-machine
Doc217,0.27,0,0,0,0,0,0.31,0,0,0.41,9,https://stackoverflow.com/questions/57521439/can-i-send-xrp-to-multiple-addresses
Doc218,0,0.15,0,0,0.28,0,0.06,0,0.45,0.06,8,https://stackoverflow.com/questions/57515439/aws-managed-blockchain-hyperledger-fabric-error-could-not-assemble-transactio
Doc219,0.59,0.07,0.2,0,0,0,0.11,0,0.02,0,0,https://stackoverflow.com/questions/57514080/where-to-find-the-private-key-of-a-member-in-azure-blockchain-service
Doc220,0,0,0,0,0.78,0.16,0.06,0,0,0,4,https://stackoverflow.com/questions/57423849/how-to-fix-errors-while-creating-a-new-solidity-project-in-azure-blockcahin-visu
Doc221,0,0,0,0.03,0,0.11,0.23,0.16,0,0.48,9,https://stackoverflow.com/questions/57422470/how-can-i-send-transaction-with-no-gas-fee-on-private-chain
Doc222,0,0,0,0,0,0,0,0,0,0.99,9,https://stackoverflow.com/questions/57418188/what-does-happen-to-entire-blockchain-when-a-single-block-modified
Doc223,0.13,0,0.61,0,0,0,0,0,0.25,0,2,https://stackoverflow.com/questions/57404505/regarding-the-identity-of-user-and-admin
Doc224,0,0,0,0.8,0,0,0,0,0,0.19,3,https://stackoverflow.com/questions/57402476/items-appended-to-objects-list-append-to-every-objects-list
Doc225,0.03,0,0,0.39,0,0.04,0.3,0.09,0,0.14,3,https://stackoverflow.com/questions/57393050/no-truffle-error-number-can-only-safely-store-up-to-53-bits
Doc226,0,0,0,0,0.48,0.14,0,0.3,0.07,0,4,https://stackoverflow.com/questions/57391971/missing-tendermint-libs-db-when-updating-to-new-version-of-cosmos-sdk
Doc227,0,0,0.08,0.12,0.09,0,0,0.17,0.53,0,8,https://stackoverflow.com/questions/57389935/how-do-i-run-the-same-command-via-node-js-fabric-ca-client-module
Doc228,0.33,0.27,0,0,0,0,0.04,0.04,0.02,0.3,0,https://stackoverflow.com/questions/57388173/is-there-any-possibility-to-add-multiple-peers-in-corda
Doc229,0,0,0.05,0.49,0.11,0,0,0,0,0.35,3,https://stackoverflow.com/questions/57384959/how-to-sort-an-array-in-hyperledger-fabric
Doc230,0.61,0.13,0.03,0,0,0,0,0,0.22,0,0,https://stackoverflow.com/questions/57374645/how-to-secure-hyperledger-fabric-state-database
Doc231,0,0,0,0.99,0,0,0,0,0,0,3,https://stackoverflow.com/questions/57357129/how-do-i-decode-a-private-key-generated-with-nethereum-converted-asbytes-tohe
Doc232,0.02,0,0,0.71,0,0.07,0.19,0,0,0,3,https://stackoverflow.com/questions/57354628/error-on-deploying-smart-contract-for-azure-blockchain-workbench
Doc233,0,0,0.46,0,0,0.23,0.09,0,0,0.21,2,https://stackoverflow.com/questions/57344128/solidity-uses-with-technology-to-write-code
Doc234,0,0,0,0.8,0,0.2,0,0,0,0,3,https://stackoverflow.com/questions/57353932/sorting-an-array-of-objects-for-a-blockchain-like-data-structure
Doc235,0,0,0,0,0,0,0,0,0,0.99,9,https://stackoverflow.com/questions/57340072/what-if-a-block-size-limit-in-a-certain-blockchain-is-exceeded-and-a-new-block-i
Doc236,0,0,0,0.13,0.27,0.06,0.49,0.02,0,0.02,6,https://stackoverflow.com/questions/57324912/how-to-deploy-factory-contract-with-solidity-0-5-0-on-node-js
Doc237,0.81,0,0,0,0,0,0,0,0.04,0.15,0,https://stackoverflow.com/questions/57322002/what-is-the-benefit-of-non-fault-tolerance-blockchain-network
Doc238,0.3,0,0,0.41,0,0,0,0,0,0.29,3,https://stackoverflow.com/questions/57318953/rocksdb-multiple-values-per-key-c
Doc239,0.13,0.02,0.11,0,0,0.32,0,0,0.09,0.32,5,https://stackoverflow.com/questions/57312319/what-are-the-files-that-require-backup-ledger-in-sawtooth-validator
Doc240,0.02,0,0.25,0.06,0,0,0.54,0,0,0.13,6,https://stackoverflow.com/questions/57307463/how-to-create-bitcoin-wallet-from-mnemonics-using-bitcoinj-walletappkit-in-and
Doc241,0,0.1,0,0.07,0.22,0,0.32,0.09,0.2,0,6,https://stackoverflow.com/questions/57284233/hyperledger-fabric-rest-api-to-smart-contract
Doc242,0,0.04,0.17,0,0,0,0,0,0,0.78,9,https://stackoverflow.com/questions/57270164/find-out-the-number-of-validators-of-a-transaction-if-i-have-its-transaction-has
Doc243,0,0,0.14,0.08,0,0,0,0,0,0.77,9,https://stackoverflow.com/questions/57264161/how-to-get-history-in-a-date-range-by-given-key
Doc244,0.78,0,0,0,0,0,0,0,0,0.21,0,https://stackoverflow.com/questions/57249243/blockchain-implementation-in-iot-environment
Doc245,0,0,0,0,0,0,0,0,0,0.99,9,https://stackoverflow.com/questions/57241778/does-the-transaction-fees-of-a-blockchain-increase-only-after-the-total-size-of
Doc246,0.09,0,0,0,0.09,0,0,0,0,0.82,9,https://stackoverflow.com/questions/57240931/why-a-blockchain-network-slows-down-as-the-block-size-reaches-its-limit
Doc247,0,0,0.47,0.39,0,0,0,0,0.04,0.09,2,https://stackoverflow.com/questions/57240808/generate-private-key-from-seed
Doc248,0.97,0,0,0,0,0,0,0,0,0,0,https://stackoverflow.com/questions/57238639/is-it-possible-to-use-blockchain-with-realm-database-for-a-android-app
Doc249,0,0,0.44,0.49,0,0,0.06,0,0,0,3,https://stackoverflow.com/questions/57237176/c-binary-code-after-compilation-to-evm-bytecode-conversion
Doc250,0,0,0,0,0.21,0,0,0.2,0.58,0,8,https://stackoverflow.com/questions/57217224/gradle-compile-failed-could-not-find-com-github-everit-org-json-schemaorg-ever
Doc251,0,0.05,0,0.94,0,0,0,0,0,0,3,https://stackoverflow.com/questions/57200685/how-to-convert-tron-address-to-different-format
Doc252,0.3,0,0,0,0.1,0,0,0,0,0.58,9,https://stackoverflow.com/questions/57197672/corda-deletion-of-data-states
Doc253,0,0.7,0,0.18,0.07,0,0,0.05,0,0,1,https://stackoverflow.com/questions/57196569/problem-on-virtualize-hyperledger-network-on-multiple-hosts
Doc254,0,0.29,0.44,0,0,0,0,0.26,0,0,2,https://stackoverflow.com/questions/57085353/referenceerror-org-is-not-defined-when-trying-to-start-the-composer-or-deploy
Doc255,0,0,0,0,0,0.84,0.15,0,0,0,5,https://stackoverflow.com/questions/57075627/how-to-access-the-alice-account-on-a-parity-substrate-developer-chain
Doc256,0.02,0.2,0,0,0.05,0,0.05,0.1,0.37,0.2,8,https://stackoverflow.com/questions/57085294/endorsement-from-multiple-organisations-from-hyperledger-fabric-java-sdk
Doc257,0.57,0,0,0,0,0.3,0.13,0,0,0,0,https://stackoverflow.com/questions/57074076/creating-a-consortium-blockchain-network-using-ethereum
Doc258,0,1,0,0,0,0,0,0,0,0,1,https://stackoverflow.com/questions/57052810/hyperledger-explorer-not-showing-all-peers-in-explorer
Doc259,0,0.01,0,0.31,0,0,0,0.63,0,0.04,7,https://stackoverflow.com/questions/57051035/a-flowlogicref-cannot-be-constructed-for-flowlogic-of-type-com-r3-corda-finance
Doc260,0,0,0,0,0,0,0,0.74,0.25,0,7,https://stackoverflow.com/questions/57044091/issue-creating-a-joint-channel-in-aws-managed-blockchain-getting-failed-to-cre
Doc261,0.39,0,0.56,0,0,0,0.05,0,0,0,2,https://stackoverflow.com/questions/57038307/how-to-retrieve-data-from-state-address-validate-from-sawtooth
Doc262,0,0,0.05,0,0,0,0,0,0,0.94,9,https://stackoverflow.com/questions/57036938/how-is-it-possible-for-a-hyperledger-sawtooth-transaction-to-exist-in-multipl
Doc263,0,0.04,0.02,0,0,0,0.58,0,0,0.35,6,https://stackoverflow.com/questions/57033817/how-to-send-receive-bitcoin-using-bitcoinjs-lib
Doc264,0.59,0,0,0.22,0,0,0.18,0,0,0,0,https://stackoverflow.com/questions/57018803/search-record-in-a-smart-contract-based-on-multiple-attributes
Doc265,0,0.1,0,0,0,0,0.4,0.13,0,0.37,6,https://stackoverflow.com/questions/57014416/how-can-i-mine-ethereum-with-several-pcs
Doc266,0,0,0.1,0,0.31,0.07,0.22,0.29,0,0,4,https://stackoverflow.com/questions/57014066/dont-understand-this-importerror-while-running-my-script
Doc267,0,0,0,0,0.25,0,0,0.59,0.15,0,7,https://stackoverflow.com/questions/57000800/how-to-install-full-node-setup-for-cardano-ada-coin
Doc268,0,0,0,0,0.69,0.19,0.12,0,0,0,4,https://stackoverflow.com/questions/56990393/azure-blockchain-build-contracts-command-in-vs-code-gives-an-error
Doc269,0,0,0.14,0,0,0,0,0,0,0.85,9,https://stackoverflow.com/questions/56980463/how-do-unsigned-transactions-propagate-when-network-compromised
Doc270,0.15,0.06,0,0.21,0.14,0,0,0,0.43,0,8,https://stackoverflow.com/questions/56980085/how-to-add-collection-config-in-fabric-sdk-go
Doc271,0,0,0.12,0.12,0,0.62,0,0,0,0.13,5,https://stackoverflow.com/questions/56978731/is-there-a-reason-to-use-generic-traits-over-specific-types-in-substrate
Doc272,0.11,0,0.13,0.12,0,0.29,0.07,0.27,0,0,5,https://stackoverflow.com/questions/56961242/issues-during-implementation-of-custom-eth-settler
Doc273,0,0.05,0.09,0,0.18,0.3,0.23,0.15,0,0,5,https://stackoverflow.com/questions/56954989/unable-to-deploy-contract-in-quorumtruffle
Doc274,0.64,0,0,0,0,0,0.05,0,0,0.31,0,https://stackoverflow.com/questions/56948652/a-few-questions-about-the-blockchain-and-smart-contracts
Doc275,0,0.2,0.14,0.22,0.02,0,0,0,0,0.42,9,https://stackoverflow.com/questions/56944097/how-do-i-know-which-peer-did-the-transaction-in-hyperledger-fabric-go
Doc276,0,0,0.21,0,0.51,0,0.21,0,0,0.06,4,https://stackoverflow.com/questions/56938833/ibm-blockchain-platform-error-creating-smart-contract
Doc277,0.14,0.31,0.17,0.34,0.01,0,0,0,0.03,0,3,https://stackoverflow.com/questions/56926124/sample-code-for-adding-data-and-querying-from-private-collection
Doc278,0,0,0,0,0.02,0,0,0.98,0,0,7,https://stackoverflow.com/questions/56920568/corda-node-does-not-start-and-giving-error-failure-in-initialisation-errorcode-1
Doc279,0.83,0,0.11,0,0,0,0.06,0,0,0,0,https://stackoverflow.com/questions/56915366/blockchain-data-structure
Doc280,0,0,0.2,0.32,0,0.15,0.31,0,0,0,3,https://stackoverflow.com/questions/56887322/is-it-possible-to-generate-wallet-in-the-waves-blockchain-network-with-api-node
Doc281,0,0,0,0,0.22,0,0,0,0.15,0.62,9,https://stackoverflow.com/questions/56872663/unusual-behaviour-of-batches-block-in-hyperledger-sawtooth
Doc282,0,1,0,0,0,0,0,0,0,0,1,https://stackoverflow.com/questions/56871941/error-while-sending-query-request-from-client-no-peer-available-to-query
Doc283,0.38,0,0,0,0,0.22,0,0,0,0.39,9,https://stackoverflow.com/questions/56859352/protocol-stack-of-a-blockchain-based-network
Doc284,0.23,0,0.22,0.1,0,0,0.03,0,0,0.42,9,https://stackoverflow.com/questions/56854508/get-transaction-details-amount-gas-price-gas-limit-from-signed-transaction
Doc285,0,0,0,0,0,0.79,0.07,0,0,0.13,5,https://stackoverflow.com/questions/56848720/what-does-private-config-tm-ipc-mean-and-how-to-generate-tm-ipc-file
Doc286,0,0,0.62,0,0.13,0,0,0,0.23,0,2,https://stackoverflow.com/questions/56834454/wants-to-deploy-chaincode-written-in-golang-to-aws-cloud
Doc287,0,0.02,0,0.14,0.18,0,0,0.28,0.23,0.14,7,https://stackoverflow.com/questions/56831598/error-while-executing-transactions-in-hyperledger-fabric
Doc288,0.6,0,0.03,0,0.07,0,0,0,0,0.29,0,https://stackoverflow.com/questions/56777965/is-double-spending-a-problem-to-all-blockchain-or-just-to-crypto-currency-blockc
Doc289,0,0,0,0,0,0,0,0.99,0,0,7,https://stackoverflow.com/questions/56766253/unable-to-understand-bgchaindb-behaviour
Doc290,0,0,0.34,0,0.28,0,0,0.37,0,0,7,https://stackoverflow.com/questions/56752354/no-main-manifest-attribute-found-in-corda-standalone-shell-jar-of-corda-enterpri
Doc291,0,0,0,0,0.33,0.18,0.37,0,0,0.12,6,https://stackoverflow.com/questions/56749867/migrations-run-out-of-gas
Doc292,0,0,0,0,0,0,0,0.16,0.71,0.12,8,https://stackoverflow.com/questions/56735065/chaincode-is-instantiated-but-doesnt-appear-in-the-list-of-instantiated-codes
Doc293,0,0.37,0,0,0,0,0,0.16,0.2,0.27,1,https://stackoverflow.com/questions/56733371/how-does-a-sdk-client-of-one-org-send-transaction-request-to-another-org-endorsi
Doc294,0,0,0.28,0,0.11,0.6,0,0,0,0,5,https://stackoverflow.com/questions/56705298/how-can-i-look-at-the-final-code-generated-by-the-macros-in-parity-substrate
Doc295,0,0,0,0.28,0.1,0,0,0.1,0.52,0,8,https://stackoverflow.com/questions/56721029/hyperledger-fabric-function-renaming-leads-to-error
Doc296,0,0,0.08,0.05,0,0.82,0,0,0,0.05,5,https://stackoverflow.com/questions/56699795/what-order-is-on-initialize-invoked-across-different-modules-in-a-substrate-ru
Doc297,0,0,0.02,0,0.9,0,0,0,0,0.06,4,https://stackoverflow.com/questions/56698721/bigchaindb-driver-not-found-in-node-modules
Doc298,0,0,0,0,0,0,0,0,1,0,8,https://stackoverflow.com/questions/56681898/error-when-trying-to-generate-genesis-block-for-raft
Doc299,0,0.06,0,0.14,0.13,0,0,0,0.61,0.06,8,https://stackoverflow.com/questions/56681526/how-to-update-the-chaincode-in-hyperledger-fabric
Doc300,0,0,0,0.74,0,0,0.01,0.18,0,0.07,3,https://stackoverflow.com/questions/56671396/dom-not-updating-during-long-function
Doc301,0.16,0,0.63,0,0,0,0.2,0,0,0,2,https://stackoverflow.com/questions/56667628/can-hyperledger-and-ethereum-can-be-connected-for-transferring-data-or-asset-bet
Doc302,0,0,0.22,0,0,0.08,0.69,0,0,0,6,https://stackoverflow.com/questions/56665252/unable-to-deposit-tokens-in-to-smart-contract
Doc303,0.39,0.14,0,0,0,0.27,0,0,0.2,0,0,https://stackoverflow.com/questions/56662380/how-to-manage-off-chain-data-using-hyperledger-fabric
Doc304,0,0,0.57,0,0.37,0,0.05,0,0,0,2,https://stackoverflow.com/questions/56650371/is-move-a-turing-complete-language
Doc305,0.04,0,0.32,0.12,0.04,0,0.03,0.16,0,0.29,2,https://stackoverflow.com/questions/56648230/dynamically-adding-participants-to-state-in-corda-4-0
Doc306,0.39,0,0,0,0,0.6,0,0,0,0,5,https://stackoverflow.com/questions/56641282/permissioned-blockchain-and-network-nodes
Doc307,0,0,0,0.39,0,0,0,0,0.34,0.26,3,https://stackoverflow.com/questions/56631153/does-hyperledger-fabric-broadcast-events-multiple-times-per-peer
Doc308,0.44,0,0.3,0.01,0,0,0.19,0,0,0.05,0,https://stackoverflow.com/questions/56624760/is-there-any-way-to-validate-something-not-related-to-cryptocurrency-through-bl
Doc309,0,0,0,0.24,0,0,0.29,0,0,0.46,9,https://stackoverflow.com/questions/56619303/regex-validation-for-ethereum-signed-transaction-raw
Doc310,0,0.2,0,0.17,0.17,0,0.37,0,0,0.09,6,https://stackoverflow.com/questions/56616396/unit-test-error-with-mocha-timeout-of-20000ms-exceeded
Doc311,0.79,0.1,0,0,0,0.04,0,0,0,0.07,0,https://stackoverflow.com/questions/56599038/should-i-put-my-blockchain-behind-an-api
Doc312,0.29,0,0,0,0,0.48,0.1,0.13,0,0,5,https://stackoverflow.com/questions/56584316/how-can-i-share-my-ganache-workspace-with-someone-else
Doc313,0.32,0,0.12,0.38,0,0,0,0,0,0.17,3,https://stackoverflow.com/questions/56583249/how-many-bitcoins-were-transferred-from-one-wallet-to-another
Doc314,0,0,0,0.71,0,0,0.29,0,0,0,3,https://stackoverflow.com/questions/56505629/solidity-how-to-initialise-a-fix-array-from-a-single-value
Doc315,0.18,0.45,0,0,0.11,0.26,0,0,0,0,1,https://stackoverflow.com/questions/56495827/creating-a-internal-private-network-using-public-corda-v4-0
Doc316,0.15,0.19,0,0,0,0,0,0,0.05,0.61,9,https://stackoverflow.com/questions/56494539/does-every-member-in-hyperledger-fabric-network-have-their-own-copy-state-databa
Doc317,0,0,0,0,0.18,0.05,0.32,0,0,0.44,9,https://stackoverflow.com/questions/56494475/where-are-internal-transactions-recorded-on-the-blockchain
Doc318,0.32,0,0,0.39,0.13,0,0,0,0,0.15,3,https://stackoverflow.com/questions/56476635/how-to-receive-only-the-transactions-about-particular-set-of-addresses-from-bloc
Doc319,0,0,0,0,0,0.05,0,0.1,0,0.84,9,https://stackoverflow.com/questions/56465002/electrum-server-method-blockchain-scripthash-subscribe
Doc320,0.01,0.01,0.01,0.01,0.17,0.29,0.5,0.01,0.01,0.01,6,https://stackoverflow.com/questions/56464347/err-contract-creation-code-storage-out-of-gas
Doc321,0,0.19,0,0,0,0.27,0.19,0.29,0.06,0,7,https://stackoverflow.com/questions/56445079/which-port-i-use-when-i-want-to-connect-remix-to-my-local-quorum-network
Doc322,0.35,0,0.04,0.34,0,0,0,0,0.04,0.24,0,https://stackoverflow.com/questions/56439036/master-data-and-transaction-data-relations-in-hyperledger-composer-fabric
Doc323,0,0,0.28,0.28,0,0,0,0,0.23,0.21,2,https://stackoverflow.com/questions/56434330/hyperledger-fabric-implementing-transaction-types-and-configuring-endorsement
Doc324,0.48,0,0,0,0.06,0,0.27,0,0,0.18,0,https://stackoverflow.com/questions/56431347/execute-a-smart-contract-from-outsite-the-block-chain
Doc325,0.45,0,0.04,0,0,0.28,0,0.02,0,0.2,0,https://stackoverflow.com/questions/56426308/blockchain-streaming-and-the-reasons-for-it
Doc326,0,0,0,0,0,0,0,0,0,1,9,https://stackoverflow.com/questions/56420986/what-makes-blocks-in-blockchain-secure-if-we-already-have-the-hash
Doc327,0,0.03,0.53,0,0,0,0.42,0,0,0,2,https://stackoverflow.com/questions/56420858/how-to-connect-chrome-extension-with-webpage-like-metamask
Doc328,0,0,0,0,0.63,0.2,0,0.16,0,0,4,https://stackoverflow.com/questions/56420567/unable-to-delete-file-c-users-corda-settler-manual-cordapp-contracts-state
Doc329,0,0,0,0,0,1,0,0,0,0,5,https://stackoverflow.com/questions/56418100/what-is-the-difference-between-free-balance-reserved-balance-locked-balance-v
Doc330,0.86,0,0,0,0,0,0,0,0.13,0,0,https://stackoverflow.com/questions/56416567/expose-only-a-subset-of-data-to-public-but-keep-other-data-private
Doc331,0,0.01,0.03,0,0,0.09,0.86,0,0,0,6,https://stackoverflow.com/questions/56406923/how-can-i-send-ether-between-two-accounts-in-remix-ide
Doc332,0,0,0,0.99,0,0,0,0,0,0,3,https://stackoverflow.com/questions/56406198/blockcypher-error-non-canonical-signature-wrong-length-marker
Doc333,0,0,0,0.69,0,0,0,0,0,0.31,3,https://stackoverflow.com/questions/56401618/does-bitcoin-js-have-a-method-to-check-unspent-transaction-status
Doc334,0,0,0,0,0,0,0.99,0,0,0,6,https://stackoverflow.com/questions/56397786/how-to-deposit-ether-to-an-account-using-solidity-and-web3
Doc335,0,0,0,0.23,0,0.76,0,0,0,0,5,https://stackoverflow.com/questions/56392875/how-can-i-initialize-a-users-balance-in-a-substrate-blockchain
Doc336,0,0,0,0.19,0,0.1,0,0,0,0.7,9,https://stackoverflow.com/questions/56391129/creating-bitcoin-raw-transaction-takes-all-balance
Doc337,0,0,0.15,0,0.15,0,0.1,0.59,0,0,7,https://stackoverflow.com/questions/56389693/setup-github-oauth-in-composer-rest-server-in-local-system
Doc338,0.26,0,0,0,0.41,0,0,0.3,0,0,4,https://stackoverflow.com/questions/56388800/how-can-i-run-a-tomochain-fullnode-with-pruned-chaindata
Doc339,0.36,0.44,0,0,0,0,0,0,0,0.19,1,https://stackoverflow.com/questions/56384558/ensuring-lowest-latency-neighbors-in-peer-to-peer-network-for-nodes-on-the-inter
Doc340,0,0,0.09,0,0.09,0.54,0.27,0,0,0,5,https://stackoverflow.com/questions/56383938/no-valid-from-address-specified-in-neither-the-given-options-nor-the-default
Doc341,0.16,0,0.36,0,0,0.06,0.37,0,0.04,0,6,https://stackoverflow.com/questions/56383718/some-basic-questions-about-smart-contracts
Doc342,0.83,0.12,0,0,0,0,0,0,0.05,0,0,https://stackoverflow.com/questions/56383207/how-to-decide-the-maximum-number-of-faulty-replicas-in-practical-byzantine-fault
Doc343,0.18,0,0,0.17,0,0,0,0.32,0.32,0,7,https://stackoverflow.com/questions/56379006/how-to-fix-error-14-unavailable-tcp-write-failed-with-hyperledger-fabric-blo
Doc344,0.13,0,0.67,0.2,0,0,0,0,0,0,2,https://stackoverflow.com/questions/56378271/how-can-i-manage-my-assets-in-hyperledger-composer
Doc345,0,0,0,0.53,0,0.16,0.13,0.17,0,0,3,https://stackoverflow.com/questions/56376233/how-to-compare-request-get-result-in-if-else-statement
Doc346,0,0,0,0.93,0,0,0,0.06,0,0,3,https://stackoverflow.com/questions/56374820/blockcypher-transaction-signing-error-using-bitcoinjs
Doc347,0,0.14,0,0,0,0,0,0,0.85,0,8,https://stackoverflow.com/questions/56362645/questions-about-raft-consensus-configuration
Doc348,0.07,0.29,0,0,0.19,0,0,0.44,0,0,7,https://stackoverflow.com/questions/56342202/corda-node-deployment-on-aws
Doc349,0.13,0,0,0.58,0,0,0.03,0.26,0,0,3,https://stackoverflow.com/questions/56337630/how-to-use-oraclize-in-solidity-to-pass-arguments-to-the-data-source
