,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,dominant_topic
Doc342,0.51,0,0.04,0,0,0.14,0,0,0,0.31,0,https://stackoverflow.com/questions/73793326/how-can-i-upload-a-<json>-file-or-javascript-object-to-<ipfs>-in-nextjs
Doc343,0,0.05,0,0.95,0,0,0,0,0,0,3,https://stackoverflow.com/questions/73789100/<pancakeswap>router-and-<uniswap>-router-same-error-can-you-help-me
Doc344,0.08,0,0,0,0,0,0,0.18,0,0.73,9,https://stackoverflow.com/questions/73785084/in-e-invoicing-what-is-the-best-way-to-save-previous-invoice-hash-with-the-new-i
Doc345,0,0,0,0.06,0,0.08,0,0.59,0,0.26,7,https://stackoverflow.com/questions/73785054/deterministically-expand-the-number-of-public-private-keys
Doc346,0,0.25,0.73,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/73782343/unable-to-generate-java-wrapper-class-using-<truffle>
Doc347,0,0.06,0,0.19,0,0,0,0,0,0.75,9,https://stackoverflow.com/questions/73781764/i-have-a-function-in-solidity-i-want-return-length-of-new-random-array-generate
Doc348,0,0.57,0,0,0.02,0,0,0.18,0.06,0.17,1,https://stackoverflow.com/questions/73775691/what-is-the-meaning-of-deploying-a-smart-contract
Doc349,0,0.27,0,0,0.43,0,0,0,0.29,0,4,https://stackoverflow.com/questions/73770539/minting-new-position-on-<uniswap>-v3-using-hardhat
Doc350,0,0.04,0,0,0,0,0,0,0,0.95,9,https://stackoverflow.com/questions/73757881/find-a-word-in-a-file-with-a-given-sha-256-hex-digest-<python>
Doc351,0,0.04,0,0.47,0,0,0.13,0,0.36,0,3,https://stackoverflow.com/questions/73756010/requiremsg-sender-owner-not-owner-throwing-exception-although-msg-send
Doc352,0,0,0,0.36,0,0.02,0.27,0,0,0.35,3,https://stackoverflow.com/questions/73755971/typeerror-explicit-type-conversion-not-allowed-from-int-const-1-to-uint256
Doc353,0,0.16,0.04,0.41,0,0.1,0,0.11,0,0.17,3,https://stackoverflow.com/questions/73755586/passing-dynamically-generated-values-to-<erc20>-constructor
Doc354,0,0.41,0,0,0,0.12,0,0,0.22,0.24,1,https://stackoverflow.com/questions/73752754/reading-the-contents-of-an-<html>-element-from-a-smart-contract-written-in-solidit
Doc355,0,0,0.49,0,0.15,0,0.35,0,0,0,2,https://stackoverflow.com/questions/73752245/what-does-the-following-error-mean-error-unknown-option-network
Doc356,0,0.29,0,0.1,0,0.47,0,0,0.14,0,5,https://stackoverflow.com/questions/73751087/web3-<staking>-function-not-displaying-staked-history-in-reactjs-solidity
Doc357,0,0,0,0,0.51,0,0,0,0.34,0.14,4,https://stackoverflow.com/questions/73750920/getpastevent-in-web3-js-returns-empty-array
Doc358,0.01,0.22,0.17,0,0.19,0,0.19,0,0,0.22,1,https://stackoverflow.com/questions/73749265/error-decoding-bytestring-error-when-deploying-contract-on-hedera
Doc359,0.62,0,0.08,0,0,0,0,0.3,0,0,0,https://stackoverflow.com/questions/73749262/geth-node-not-syncing-to-the-blockchain-anymore
Doc360,0,0,0.21,0,0,0,0.14,0.24,0,0.4,9,https://stackoverflow.com/questions/73747509/pg-sql-insert-hex-array-into-bytea-array
Doc361,0.07,0,0,0,0.12,0,0,0.77,0.04,0,7,https://stackoverflow.com/questions/73736146/reason-for-using-web3-signature-request
Doc362,0,0.09,0,0,0,0,0,0.14,0.75,0,8,https://stackoverflow.com/questions/73728165/listening-to-events-mainnet-dont-see-native-near-transfer-events-on-socket
Doc363,0,0,0,0,0.46,0,0,0,0.54,0,8,https://stackoverflow.com/questions/73727734/i-am-not-be-able-to-transfer-nft-using-hashgraph-sdk-hedera-npm-how-to-transfe
Doc364,0,0,0,0,0,0,0,0.23,0.76,0,8,https://stackoverflow.com/questions/73717829/comos-hub-list-of-all-markets-and-exchanges-addresses
Doc365,0,0.12,0.01,0.32,0,0.13,0.42,0,0,0,6,https://stackoverflow.com/questions/73709986/when-using-require-statements-in-my-smart-contract-mm-doesnt-show-the-require-er
Doc366,0,0,0,0,0,0,0,0.76,0.23,0,7,https://stackoverflow.com/questions/73699817/team-score-and-fairness-based-on-<airdrop>s-received-send-number-of-users
Doc367,0,0,0,0.83,0,0,0,0.16,0,0,3,https://stackoverflow.com/questions/73699289/calling-function-from-another-contract-using-call-method
Doc368,0,0,0,0,0,0.4,0,0,0.59,0,8,https://stackoverflow.com/questions/73698371/<airdrop>-track-last-wallet-address
Doc369,0.05,0,0.03,0,0,0,0.31,0.6,0,0,7,https://stackoverflow.com/questions/73698203/is-it-possible-to-build-a-real-world-private-ethereum-blockchain-without-any-tra
Doc370,0,0,0,0.27,0.34,0,0,0.24,0.14,0,4,https://stackoverflow.com/questions/73697857/why-calling-paraswap-approve<token>-multiple-times-does-not-fail
Doc371,0.19,0,0.8,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/73696364/collect2-error-ld-returned-1-exit-status-when-installing-cosmwasm-in-windows-w
Doc372,0,0,0,0,0.48,0.26,0,0,0.03,0.22,4,https://stackoverflow.com/questions/73690511/usewallet-sometimes-return-null-account-value-in-its-object
Doc373,0,0,0.08,0.07,0.37,0.05,0,0.43,0,0,7,https://stackoverflow.com/questions/73690266/value-having-double-equal-signs-in-get-request
Doc374,0,0.05,0,0.74,0,0,0.13,0.04,0.04,0,3,https://stackoverflow.com/questions/73689739/how-to-mint-<erc20>-with-its-address
Doc375,0,0,0,0.35,0.13,0,0.12,0,0,0.39,9,https://stackoverflow.com/questions/73687014/how-to-read-solidity-function-with-tuple-data-in-ether-js
Doc376,0,0,0.05,0,0.12,0,0.09,0.57,0,0.18,7,https://stackoverflow.com/questions/73684429/ethereum-<api>-call-for-total-terminal-difficulty
Doc377,0.23,0,0.39,0,0,0,0,0.37,0,0,2,https://stackoverflow.com/questions/73684121/aws-cloudformation-ethereum-the-following-resources-failed-to-create-servic
Doc378,0,0.02,0,0.08,0,0,0,0.69,0.21,0,7,https://stackoverflow.com/questions/73681965/get-sorted-holders-list-for-an-<erc20>-<token>
Doc379,0,0,0,0.36,0.11,0,0.12,0.41,0,0,7,https://stackoverflow.com/questions/73680771/how-to-get-senders-address-transactionbyhash-goeth
Doc380,0,0,0,0,0.17,0.08,0,0.48,0.23,0.03,7,https://stackoverflow.com/questions/73677080/multiple-listeners-to-each-individual-array-of-events-or-one-listener-to-multipl
Doc381,0,0.28,0.71,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/73676053/forking-a-mainnet-in-<brownie>-is-showing-unable-to-launch-local-rpc-client-erro
Doc382,0,0.18,0.21,0.11,0,0.26,0.23,0,0,0,5,https://stackoverflow.com/questions/73675694/optimiser-settings-in-<truffle>-config-is-not-working-while-migrating-open-zeppeli
Doc383,0,0,0.38,0,0.08,0.53,0,0,0,0,5,https://stackoverflow.com/questions/73673832/i-am-trying-to-create-an-app-that-can-connect-with-metamask-using-walletconnect
Doc384,0,0.15,0,0,0,0,0,0.69,0.15,0,7,https://stackoverflow.com/questions/73673782/how-to-see-the-most-recent-bids-on-different-marketplaces-for-<erc721>-<token>
Doc385,0,0,0,0,0,0.98,0,0,0,0,5,https://stackoverflow.com/questions/73668141/how-do-i-get-the-address-of-the-connected-wallet-with-walletconnect-react-nativ
Doc386,0,0.26,0,0.25,0,0,0,0,0,0.48,9,https://stackoverflow.com/questions/73662342/how-to-read-arrays-of-struct-from-another-deployed-contract
Doc387,0,0,0.2,0,0,0,0,0.8,0,0,7,https://stackoverflow.com/questions/73654928/make-command-in-go-ethereum-installation
Doc388,0,0,0.03,0,0.97,0,0,0,0,0,4,https://stackoverflow.com/questions/73654492/how-to-ask-a-web3-rpc-client-which-chain-it-is-working-with
Doc389,0.9,0.03,0.04,0,0.03,0,0,0,0,0,0,https://stackoverflow.com/questions/73644965/panic-interface-conversion-ast-expr-is-ast-callexpr-not-ast-ident-what-wil
Doc390,0,0,0,0,0.04,0,0.03,0.16,0.61,0.17,8,https://stackoverflow.com/questions/73639452/get-account-data-length-in-a-transaction-with-<solana>-py
Doc391,0,0.2,0,0.5,0.06,0,0.12,0.1,0.02,0,3,https://stackoverflow.com/questions/73633979/fulfillrandomwords-callback-not-getting-called-after-requestrandomwords
Doc392,0,0.18,0,0,0.05,0.02,0,0.31,0.43,0,8,https://stackoverflow.com/questions/73633945/how-can-i-detect-which-coin-or-<token>-was-sent-to-the-contract
Doc393,0.12,0.04,0.23,0.09,0,0,0,0.25,0.26,0,8,https://stackoverflow.com/questions/73632309/error-while-redeeming-fungible-<token>-in-corda
Doc394,0.08,0,0,0,0,0,0.46,0.32,0,0.12,6,https://stackoverflow.com/questions/73627597/how-to-fetch-from-<ipfs>
Doc395,0.06,0,0.06,0,0,0,0,0.67,0.09,0.12,7,https://stackoverflow.com/questions/73626564/how-to-simply-implement-a-mem<pool>-for-a-blockchain-in-<python>
Doc396,0.06,0,0,0,0,0.22,0,0.62,0.09,0,7,https://stackoverflow.com/questions/73621733/do-not-receive-confirmation-from-the-user-when-making-a-transaction-in-phantom-w
Doc397,0.96,0,0,0,0,0,0,0,0,0,0,https://stackoverflow.com/questions/73616760/hyperledger-fabric-directory-related
Doc398,0.08,0,0,0,0,0,0.2,0.57,0.13,0,7,https://stackoverflow.com/questions/73615868/how-to-find-candy-machine-v2-on-solscan
Doc399,0,0,0.07,0,0,0,0.27,0.56,0.06,0.04,7,https://stackoverflow.com/questions/73613732/how-can-i-find-on-chain-data-for-nft-collections
Doc400,0.2,0,0,0,0,0.38,0.24,0,0,0.17,5,https://stackoverflow.com/questions/73611835/how-should-i-use-chainlink-keeper
Doc401,0,0,0,0.17,0,0.14,0.11,0.57,0,0,7,https://stackoverflow.com/questions/73610089/can-i-burn-an-nft-via-smart-contract-using-the-wallet-address-when-an-owner-give
Doc402,0,0,0,0.36,0,0,0.5,0,0,0.13,6,https://stackoverflow.com/questions/73609986/how-to-write-custom-errors-and-return-messages-with-error-keyword-solidity
Doc403,0.67,0,0,0,0,0.33,0,0,0,0,0,https://stackoverflow.com/questions/73607824/post-https-<ipfs>-infura-io5001-<ipfs>-<api>-v0-addstream-channels-trueprogress-f
Doc404,0,0,0,0,0.4,0.3,0,0,0.3,0,4,https://stackoverflow.com/questions/73607692/undefined-tostring-at-transaction-sign-anchor
Doc405,0,0,0,0,0.28,0,0,0.71,0,0,7,https://stackoverflow.com/questions/73605925/how-do-i-check-if-a-proton-chain-user-exists-properly-and-reliably-from-the-fron
Doc406,0,0,0,0,0.46,0,0,0,0.53,0,8,https://stackoverflow.com/questions/73604529/sending-spl-<token>s-on-<solana>-network
Doc407,0,0,0.19,0,0.44,0.11,0,0.25,0,0,4,https://stackoverflow.com/questions/73603187/pyscript-checking-if-metamask-is-installed-on-the-browser-with-ethereum
Doc408,0,0,0,0.37,0,0,0,0,0,0.63,9,https://stackoverflow.com/questions/73602735/creating-a-voter-contract-with-solidity-error-integer-constant-expected
Doc409,0,0,0,0.06,0.31,0,0.25,0.38,0,0,7,https://stackoverflow.com/questions/73601464/what-do-type-and-types-0-1-2-means-in-ethers-js
Doc410,0.93,0,0,0,0,0,0,0,0,0.05,0,https://stackoverflow.com/questions/73601379/hyper-ledger-fabric-genesis-block-related
Doc411,0,0,0,0,0,1,0,0,0,0,5,https://stackoverflow.com/questions/73598720/how-to-integrate-phantom-wallet-in-react-project
Doc412,0,0,0,0.14,0,0,0,0.51,0.33,0,7,https://stackoverflow.com/questions/73597403/can-i-get-the-circulating-supply-of-a-<token>-on-ethereum-directly-from-the-chain
Doc413,0,0,0,0.4,0,0.14,0,0,0,0.45,9,https://stackoverflow.com/questions/73596396/return-will-not-function-with-array
Doc414,0.49,0,0.5,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/73595121/nodejs-hyperledger-fabric-the-peer-lifecycle-chaincode-package-explicitly-ex
Doc415,0,0,0,0.36,0,0.11,0,0,0,0.53,9,https://stackoverflow.com/questions/73594264/solidity-question-on-transfers-and-hashing
Doc416,0.02,0,0,0.67,0,0,0.03,0,0,0.27,3,https://stackoverflow.com/questions/73593262/typeerror-in-solidity-contract-should-be-marked-as-abstract
Doc417,0,0,0,0.75,0,0,0,0,0,0.25,3,https://stackoverflow.com/questions/73591498/why-unable-to-access-variable-of-setter-function-into-getter-function-in-same-co
Doc418,0,0,0,0,0.46,0,0,0,0.51,0.02,8,https://stackoverflow.com/questions/73588744/invocation-with-unauthorized-signer-on-anchor-<solana>
Doc419,0,0,0,0,0.29,0.06,0,0,0.64,0,8,https://stackoverflow.com/questions/73588445/custom-program-error-0xbbd-sending-transaction-with-<solana>-anchor
Doc420,0,0,0,0,0,0.05,0.94,0,0,0,6,https://stackoverflow.com/questions/73586350/anchor-problem-deploying-nft-program-to-devnet
Doc421,0,0,0.03,0,0.2,0.42,0,0.1,0.24,0,5,https://stackoverflow.com/questions/73578284/proper-way-to-call-a-program-method-on-<solana>-from-client-connected-to-wallet
Doc422,0,0,0.07,0,0.29,0,0,0.35,0.28,0,7,https://stackoverflow.com/questions/73577339/web3-py-web3-exceptions-blocknotfound-block-with-id
Doc423,0,0,0,0,0,0,0,0.7,0,0.29,7,https://stackoverflow.com/questions/73576868/is-a-block-linked-to-its-parent-in-a-proof-of-stake-blockchain
Doc424,0,0.03,0,0.06,0,0,0,0.41,0.09,0.41,7,https://stackoverflow.com/questions/73576044/what-is-wrong-with-keccak256abi-encode-a-b-considering-merkle-tree-secu
Doc425,0,0,0,0.02,0,0.03,0,0.73,0,0.22,7,https://stackoverflow.com/questions/73573904/how-do-you-make-a-resource-self-destruct-on-flow-cadence
Doc426,0,0.19,0,0,0,0,0.48,0,0.32,0,6,https://stackoverflow.com/questions/73573579/getting-out-of-energy-error-at-the-trons-contract-call-while-not-all-of-provide
Doc427,0,0,0.04,0.91,0.05,0,0,0,0,0,3,https://stackoverflow.com/questions/73569284/replacement-transaction-underpriced-when-buying-a-<token>-with-web3
Doc428,0,0.19,0.02,0,0.35,0.39,0,0,0.05,0,5,https://stackoverflow.com/questions/73569157/how-can-we-interact-with-smart-contract-contract-through-coinbase-wallet-or-conn
Doc429,0,0.11,0,0.55,0,0,0,0,0,0.33,3,https://stackoverflow.com/questions/73564616/need-my-solidity-contract-reviewed-the-original-code-had-arguments-but-i-dont
Doc430,0,0,0,0.37,0,0,0,0,0,0.62,9,https://stackoverflow.com/questions/73561124/constructor-value-does-not-assign-to-another-value-why-explain
Doc431,0,0,0,0,0,0,0.37,0.32,0.27,0.04,6,https://stackoverflow.com/questions/73560619/decentraland-total-supply-is-difference-in-ethereum-and-<polygon>
Doc432,0,0,0,1,0,0,0,0,0,0,3,https://stackoverflow.com/questions/73559689/contract-will-only-mint-to-owner
Doc433,0.37,0,0,0,0,0,0,0.61,0,0,7,https://stackoverflow.com/questions/73557159/bitcoin-node-interaction-message-orders
Doc434,0.08,0,0,0,0.2,0,0,0.7,0,0,7,https://stackoverflow.com/questions/73556854/integration-dandelion-with-ethereum
Doc435,0,0,0,0.16,0,0,0,0,0,0.84,9,https://stackoverflow.com/questions/73555009/how-to-generate-random-words-in-solidity-based-on-a-string-of-letters
Doc436,0,0,0,0.76,0,0,0,0.24,0,0,3,https://stackoverflow.com/questions/73554510/msg-sender-preferred-over-tx-origin-in-solidity
Doc437,0,0,0,0.24,0,0.08,0,0.1,0.36,0.21,8,https://stackoverflow.com/questions/73547900/solidity-integer-constant-expected
Doc438,0,0.44,0.05,0,0.05,0,0.07,0,0.38,0,1,https://stackoverflow.com/questions/73546891/web3-py-getamountout-outputs-invalid-<liquid>ity
Doc439,0,0.18,0,0,0,0,0,0.46,0.36,0,7,https://stackoverflow.com/questions/73543796/get-balances-of-a-custom-<token>-on-binance-smart-chain
Doc440,0.4,0,0.58,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/73543244/<moralis>-server-in-vscode
Doc441,0,0,0.04,0,0,0.36,0,0,0,0.59,9,https://stackoverflow.com/questions/73534392/i-am-getting-this-error-block-is-not-a-constructor-in-node-js
Doc442,0,0.25,0,0,0.14,0,0,0.6,0,0,7,https://stackoverflow.com/questions/73533666/hardhat-smart-contract-deployment-without-alchemy
Doc443,0.19,0.1,0,0,0,0,0.37,0,0,0.34,6,https://stackoverflow.com/questions/73533085/error-failure-tx-failed-keyset-failure-keys-all-todo-admin-keyset-whil
Doc444,0,0.06,0,0.3,0,0,0,0,0,0.63,9,https://stackoverflow.com/questions/73533018/why-this-is-not-compiling
Doc445,0,0.51,0,0.37,0,0,0.05,0,0,0.06,1,https://stackoverflow.com/questions/73532819/why-do-we-need-library-in-solidity
Doc446,0,0,0,0.46,0,0.25,0.13,0,0,0.16,3,https://stackoverflow.com/questions/73530870/solidity-the-bool-values-returned-correctly-on-<remix>-ide-but-always-return-fal
Doc447,0.02,0.28,0,0.07,0.21,0,0.21,0.08,0,0.12,1,https://stackoverflow.com/questions/73530791/unable-to-deploy-kadena-smart-contract-to-testnet-with-yaml-script
Doc448,0,0,0,0.72,0,0.08,0.1,0,0,0.1,3,https://stackoverflow.com/questions/73526268/smart-contract-refund-gas-fee
Doc449,0,0.1,0.04,0,0,0.67,0.19,0,0,0,5,https://stackoverflow.com/questions/73523353/an-error-in-<truffle>-test-with-it-statement
Doc450,0,0,0,0.93,0,0,0,0,0,0.07,3,https://stackoverflow.com/questions/73522448/parsererror-function-variable-struct-or-modifier-declaration-expected-in-soli
Doc451,0,0.17,0.16,0.09,0.25,0.12,0.07,0.13,0,0,4,https://stackoverflow.com/questions/73508643/error-invalid-address-or-ens-name-argument-name-value-undefined-code-inval
Doc452,0,0.25,0,0,0.05,0,0.39,0,0.31,0,6,https://stackoverflow.com/questions/73508312/valueerror-gas-estimation-failed
Doc453,0.73,0,0,0,0.1,0,0,0.16,0,0,0,https://stackoverflow.com/questions/73498918/can-i-use-pbft-with-hyperledger-fabric-2-x
Doc454,0,0,0.14,0,0,0,0.36,0,0,0.5,9,https://stackoverflow.com/questions/73495961/unable-to-run-simple-program-in-solidity
Doc455,0,0.23,0.76,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/73495953/vertigo-mutation-<testing>-for-solidity-command-not-found-on-mac-os
Doc456,0.01,0.07,0,0,0,0,0,0.91,0,0,7,https://stackoverflow.com/questions/73486496/how-does-consensys-quorum-blockchain-handle-history-of-private-contract-data
Doc457,0.35,0,0,0,0,0,0,0.49,0.16,0,7,https://stackoverflow.com/questions/73481615/geth-node-accounts-balances-and-contracts-reset-to-0-after-30-000-blocks-in-poa
Doc458,0,0.03,0,0.58,0,0.07,0,0,0.32,0,3,https://stackoverflow.com/questions/73480903/solidity-transferfrom-function-not-working-making-an-nft-marketplace-that-ac
Doc459,0,0.17,0,0,0,0,0.32,0.5,0,0,7,https://stackoverflow.com/questions/73479932/blockchain-create-multiple-collections
Doc460,0,0,0,0,0.64,0,0.34,0,0,0,4,https://stackoverflow.com/questions/73477115/i-am-getting-these-errors-while-adding-a-task-to-my-todolist-i-am-creating-this
Doc461,0,0,0,0.93,0,0.04,0,0,0.03,0,3,https://stackoverflow.com/questions/73475111/get-an-error-erc-20-insufficent-allowance-my-contract
Doc462,0,0.65,0.07,0,0,0.28,0,0,0,0,1,https://stackoverflow.com/questions/73474616/typeerror-webpack-imported-module-2-eosjs-dist-eosjs-jssig-default-a-is-not
Doc463,0,0,0,0,0.03,0,0.21,0.55,0,0.19,7,https://stackoverflow.com/questions/73473590/solidlity-float-multiplication
Doc464,0,0,0.13,0,0,0.14,0,0.18,0.31,0.23,8,https://stackoverflow.com/questions/73473588/how-to-store-and-retrieve-private-key-dapp
Doc465,0,0,0,0,0,0,0,0,0,0.97,9,https://stackoverflow.com/questions/73471858/what-is-best-way-to-storage-big-number-with-elasticsearch
Doc466,0,0,0,0,0,0,0,0.97,0,0,7,https://stackoverflow.com/questions/73469016/how-can-i-get-transaction-list-of-an-address-of-ethereum
Doc467,0.23,0,0,0,0,0,0.5,0.26,0,0,6,https://stackoverflow.com/questions/73467906/what-dose-ethereum-protocol-version-mean
Doc468,0,0.2,0,0,0,0,0,0.52,0.26,0,7,https://stackoverflow.com/questions/73461292/how-<token>sniffer-able-to-check-for-simmilar-contracts
Doc469,0.05,0,0.2,0.16,0,0,0.57,0,0,0,6,https://stackoverflow.com/questions/73457674/sia-blockchain-update-allowance-failed-esockettimedout
Doc470,0,0.1,0,0.83,0,0,0,0,0.06,0,3,https://stackoverflow.com/questions/73445668/swapexact<token>sfor<token>ssupportingfeeontransfer<token>s-gives-error-in-smart-contr
Doc471,0,0,0.55,0,0,0.02,0.31,0,0,0.12,2,https://stackoverflow.com/questions/73442718/compilation-error-in-cardano-serialization-library-asmjs
Doc472,0,0,0.11,0,0.19,0.31,0.2,0,0.1,0.08,5,https://stackoverflow.com/questions/73441298/unable-to-retrieve-blockchain-data-from-alchemyprodiver-through-ethers-js
Doc473,0,0,0.1,0,0,0.01,0,0,0.71,0.18,8,https://stackoverflow.com/questions/73435343/how-to-analyze-or-block-window-property-events-using-chrome-extension
Doc474,0,0.04,0.51,0.06,0.06,0,0,0,0.32,0,2,https://stackoverflow.com/questions/73435286/execution-reverted-of-bsc-testnet-transaction-with-web3
Doc475,0,0,0,0.25,0,0.31,0.14,0.13,0,0.17,5,https://stackoverflow.com/questions/73434613/how-to-validate-functions-in-hardhat-test
Doc476,0,0,0,0,0.54,0,0,0.3,0,0.17,4,https://stackoverflow.com/questions/73430412/why-signed-tx-should-be-encoded-to-bytes-before-sending-raw-transaction
Doc477,0,0.23,0,0,0,0,0.72,0,0,0.04,6,https://stackoverflow.com/questions/73429316/solidity-smart-contract-<api>
Doc478,0.44,0,0.02,0.13,0,0.04,0.02,0.18,0.1,0.08,0,https://stackoverflow.com/questions/73428660/tron-fullnode-config-for-eventserver
Doc479,0,0.46,0,0.33,0,0,0.12,0.04,0.05,0,1,https://stackoverflow.com/questions/73426593/i-am-not-able-to-understand-how-to-use-ivotes-contract-address-in-governorvotes
Doc480,0,0.12,0.07,0.04,0.18,0,0,0.57,0,0,7,https://stackoverflow.com/questions/73425295/list-ripple-xrp-transactions-from-binance-smart-chain-with-<python>
Doc481,0,0.08,0,0.46,0,0.09,0.35,0,0,0.02,3,https://stackoverflow.com/questions/73422702/test-to-withdraw-funds-only-by-owner-in-solidity
Doc482,0,0.52,0,0.27,0,0,0,0.09,0.12,0,1,https://stackoverflow.com/questions/73419995/interact-with-trc20-<token>s-in-solidity-tron-smart-contract
Doc483,0,0,0,0.73,0,0,0.18,0.08,0,0,3,https://stackoverflow.com/questions/73404641/smart-contract-nft-issue
Doc484,0,0.21,0,0.25,0,0,0.18,0.08,0.27,0,8,https://stackoverflow.com/questions/73402999/pancake-swap-pancake-k-error-when-sw<api>ng-with-smart-contract-only
Doc485,0.72,0,0,0,0,0,0,0.27,0,0,0,https://stackoverflow.com/questions/73397578/unable-to-run-the-ontology-rosetta-<docker>-node
Doc486,0,0,0,0,0.17,0.26,0.13,0.07,0.36,0,8,https://stackoverflow.com/questions/73387283/i-am-unable-to-send-custom-<token>-to-other-wallet-on-xrp-ledger
Doc487,0,0,0,0,0.57,0,0,0,0.42,0,4,https://stackoverflow.com/questions/73387232/ethers-js-nonce-expired-when-replacing-transaction
Doc488,0,0,0,0.77,0,0.03,0,0,0.19,0,3,https://stackoverflow.com/questions/73386259/solidity-transfer-issue
Doc489,0,0.13,0,0,0,0,0.06,0.66,0,0.15,7,https://stackoverflow.com/questions/73380429/how-does-difficulty-bomb-db-help-transition-to-proof-of-stake-pos-if-miners
Doc490,0.37,0.17,0,0,0,0,0,0.44,0.03,0,7,https://stackoverflow.com/questions/73376537/hyperledger-network-approach
Doc491,0,0.1,0,0.1,0,0,0,0.65,0.14,0,7,https://stackoverflow.com/questions/73375300/multiple-transactions-on-ethereum-block-chain-by-simply-approving-once-on-meta-m
Doc492,0,0.46,0,0.1,0,0,0,0.43,0,0,1,https://stackoverflow.com/questions/73375291/can-information-be-read-on-public-blockchain-even-if-you-arent-the-owner
Doc493,0,0,0,0.66,0,0,0.02,0.09,0.04,0.18,3,https://stackoverflow.com/questions/73372259/operator-not-compatible-with-types-struct-counters-counter-solidity-open-z
Doc494,0,0.15,0,0,0,0,0.46,0.37,0.02,0,6,https://stackoverflow.com/questions/73370155/why-does-the-deployment-of-smart-contracts-on-the-private-ethereum-blockchain-ne
Doc495,0.04,0.06,0,0.06,0,0,0,0.84,0,0.01,7,https://stackoverflow.com/questions/73369609/how-to-realize-architecture-for-dapps-public-with-partly-permissioned-features
Doc496,0,0,0,0.15,0,0,0,0.54,0.19,0.11,7,https://stackoverflow.com/questions/73364246/convert-bnb-beacon-chain-address-to-bnb-smart-chain-address
Doc497,0,0,0.02,0,0.16,0.21,0.13,0,0.48,0,8,https://stackoverflow.com/questions/73362049/how-can-i-make-bnb-transfers-with-nodejs
Doc498,0,0,0,0,0,0,0,0.31,0.03,0.65,9,https://stackoverflow.com/questions/73361211/how-to-retrieve-traits-of-nft-from-opensea-with-javascript
Doc499,0,0.13,0,0,0,0.1,0.24,0.33,0.19,0,7,https://stackoverflow.com/questions/73357522/anchor-smart-contract-where-two-parties-pays-the-contract-and-one-of-them-gets
Doc500,0,0,0,0,0,0,0,0.68,0.16,0.16,7,https://stackoverflow.com/questions/73355526/how-to-store-an-encoded-variable-for-each-owner-of-an-nft-that-only-they-can-dec
Doc501,0,0.19,0.12,0,0.46,0,0,0.23,0,0,4,https://stackoverflow.com/questions/73355420/adding-nonce-to-run-multiple-contract-transactions-with-web3-<python>
Doc502,0.29,0,0,0,0,0,0,0.54,0.17,0,7,https://stackoverflow.com/questions/73345248/how-to-grant-an-access-to-<ipfs>-file-securely-using-nft
Doc503,0,0,0,0.45,0,0,0,0.06,0,0.49,9,https://stackoverflow.com/questions/73345161/solidity-the-called-function-should-be-payable-if-you-send-value-and-the-value
Doc504,0,0.08,0,0,0,0.77,0,0,0.13,0,5,https://stackoverflow.com/questions/73342417/login-via-tron-link-in-react-spa
Doc505,0.15,0.02,0.41,0,0.06,0,0.32,0.04,0,0,2,https://stackoverflow.com/questions/73341313/how-do-i-create-a-funded-account-to-use-my-local-nearup-<docker>-container-for-dev
Doc506,0,0,0,0.46,0,0,0,0,0,0.54,9,https://stackoverflow.com/questions/73338985/getting-parsererror-i-write-inheritance-solidity-code-on-<remix>-i-got-error
Doc507,0.6,0,0.31,0,0,0.08,0,0,0,0,0,https://stackoverflow.com/questions/73336176/how-can-i-export-<nodes>-on-oracle-blockchain-platform
Doc508,0,0,0,0.69,0,0,0,0,0,0.3,3,https://stackoverflow.com/questions/73335843/parsererror-expected-but-got-votingplatform-sol3837-38-requi
Doc509,0,0.48,0.07,0,0.23,0,0,0.21,0,0,1,https://stackoverflow.com/questions/73335596/how-to-interact-a-front-end-with-smart-contracts-and-blockchain-in-mobile-dapps
Doc510,0.09,0.1,0,0,0,0.05,0,0.7,0.05,0,7,https://stackoverflow.com/questions/73333099/reading-<json>-metadata-of-nft-from-its-contract
Doc511,0,0.15,0,0.72,0,0.02,0,0.11,0,0,3,https://stackoverflow.com/questions/73332925/auction-contract-auctionend-the-called-function-should-be-payable-if-you-send-v
Doc512,0,0,0,0,0,0.33,0.07,0.46,0.13,0,7,https://stackoverflow.com/questions/73332841/website-button-to-transfer-nft-from-my-wallet-to-users-wallet
Doc513,0,0,0,0.32,0.2,0,0,0.15,0,0.33,9,https://stackoverflow.com/questions/73330630/trouble-with-calling-executetransaction-function-on-timelock-contract
Doc514,0,0,0,0.61,0,0,0,0,0,0.39,3,https://stackoverflow.com/questions/73329915/how-to-pass-array-index-into-a-function-in-solidity
Doc515,0,0,0,0,0.09,0,0,0.89,0,0,7,https://stackoverflow.com/questions/73328617/purpose-of-new-evm-node-creation
