,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,dominant_topic
Doc176,0,0.15,0,0,0,0,0.35,0.5,0,0,7,https://stackoverflow.com/questions/69911990/how-to-transfer-an-erc721-token-across-networks
Doc177,0,0,0,0,0.68,0.18,0,0.13,0,0,4,https://stackoverflow.com/questions/69910421/how-to-add-infinite-allowance-with-<web3>
Doc178,0,0.99,0,0,0,0,0,0,0,0,1,https://stackoverflow.com/questions/69909549/implementing-bridge-network-of-substrate-and-getting-error-duplicate-lang-item
Doc179,0.91,0,0,0,0,0,0.09,0,0,0,0,https://stackoverflow.com/questions/69907691/after-compiling-my-erc20-token-can-i-modify-any-function
Doc180,0.07,0.09,0.8,0,0,0,0,0.04,0,0,2,https://stackoverflow.com/questions/69902076/error-at-<hyperledger>-fabric-while-trying-to-use-the-chaincode-for-the-test-netwo
Doc181,0.37,0,0,0,0,0,0.06,0.25,0.31,0,0,https://stackoverflow.com/questions/69900547/weird-error-using-smart-contracts-with-usedapp-and-ethersproject-contracts
Doc182,0,0,0,0,0.88,0,0.1,0,0,0,4,https://stackoverflow.com/questions/69899843/opensea-api-only-opensea
Doc183,0,0.41,0.46,0,0,0,0,0,0.13,0,2,https://stackoverflow.com/questions/69898499/error-in-executing-network-sh-up-createchannel
Doc184,0,0.38,0,0,0.19,0,0,0,0.19,0.24,1,https://stackoverflow.com/questions/69897780/i-am-not-able-to-use-ipfs
Doc185,0,0.17,0,0,0,0,0.67,0,0,0.16,6,https://stackoverflow.com/questions/69893533/normal-android-windows-app-with-<blockchain>-storage
Doc186,0.09,0,0,0,0.04,0,0.83,0,0,0.03,6,https://stackoverflow.com/questions/69891384/im-currently-learning-solidity-and-how-to-develop-dapps-on-ethereum-<blockchain>
Doc187,0,0.28,0,0,0.31,0.16,0.24,0,0,0,4,https://stackoverflow.com/questions/69890175/what-does-metamask-do
Doc188,0,0.7,0.08,0,0.07,0.1,0,0,0.05,0,1,https://stackoverflow.com/questions/69886067/running-metaplex-on-localhost
Doc189,0,0.25,0.74,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/69883276/how-to-start-hyper-ledger-fabric-without-fabric-samples
Doc190,0,0.04,0,0,0,0,0,0,0.28,0.68,9,https://stackoverflow.com/questions/69875235/unable-to-make-field-public-java-lang-string-<blockchain>-block-hash-accessible-m
Doc191,0,0.28,0,0,0,0.71,0,0,0,0,5,https://stackoverflow.com/questions/69873502/polkadot-tx-wrapper-offline-signing
Doc192,0,0.77,0,0.06,0,0.07,0.1,0,0,0,1,https://stackoverflow.com/questions/69870351/can-we-get-the-pallet-and-function-data-from-call-type-passed-as-a-parameter-t
Doc193,0,0.04,0,0,0.13,0.69,0,0.13,0,0,5,https://stackoverflow.com/questions/69870212/transferring-spl-token-using-solana-<web3>-js
Doc194,0,0,0,0,0.16,0.83,0,0,0,0,5,https://stackoverflow.com/questions/69825515/how-to-generate-same-wallet-address-in-both-bep20-and-erc20-using-<web3>
Doc195,0.27,0,0,0.43,0,0.02,0,0.28,0.01,0,3,https://stackoverflow.com/questions/69823891/function-declared-as-view-error-in-solidity
Doc196,0.11,0,0.07,0,0.81,0,0,0,0,0,4,https://stackoverflow.com/questions/69822701/connect-<web3>-php-to-ropsten-test-network
Doc197,0,0,0.99,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/69819055/<hyperledger>-fabric-cant-connect-peer-to-channel-endorser-client-failed-to-co
Doc198,0.64,0.35,0,0,0,0,0,0,0,0,0,https://stackoverflow.com/questions/69818605/brownie-doesnt-automatically-attach-to-local-ganache-when-i-have-ganache-open-i
Doc199,0.41,0.06,0,0.31,0,0,0.21,0,0,0,0,https://stackoverflow.com/questions/69818347/how-to-call-getlatestprice-function-chainlink-price-feed
Doc200,0.08,0.52,0,0,0.24,0,0,0.16,0,0,1,https://stackoverflow.com/questions/69806953/is-there-any-testnet-for-trading-i-want-to-test-trading-my-newly-created-token
Doc201,0,0.38,0,0.2,0,0,0.42,0,0,0,6,https://stackoverflow.com/questions/69806583/implementation-of-chainlink-feed-aggregator
Doc202,0.3,0,0,0.13,0,0,0.31,0.26,0,0,6,https://stackoverflow.com/questions/69805685/solidity-calling-contract-with-elevated-permissions
Doc203,0.34,0,0,0,0.13,0.32,0,0,0.22,0,0,https://stackoverflow.com/questions/69799401/react-native-slow-freeze-whet-i-call-ethers-wallet-frommnemonic-ethers-js-5
Doc204,0.01,0,0,0,0,0.37,0.31,0.25,0,0.06,5,https://stackoverflow.com/questions/69789586/how-to-analyse-tokenbalances-in-a-confirmed-transaction-on-the-solana-<blockchain>
Doc205,0,0,0,0,0.31,0,0.68,0,0,0,6,https://stackoverflow.com/questions/69789235/<blockchain>-and-in-game-currency-off-chain
Doc206,0.1,0.74,0,0,0.14,0,0,0,0,0.02,1,https://stackoverflow.com/questions/69785119/metamask-not-connecting-to-localhost-8545
Doc207,0,0,0,0,0.03,0,0.23,0,0,0.73,9,https://stackoverflow.com/questions/69782009/using-brute-force-to-determine-original-input-data-from-a-hash-value
Doc208,0,0,0,0,0.78,0,0,0.16,0.04,0,4,https://stackoverflow.com/questions/69779212/inpage-js1-metamask-no-longer-injects-<web3>
Doc209,0,0,0.99,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/69777583/separate-orderer-for-each-organization
Doc210,0,0.11,0,0.25,0.03,0,0.6,0,0,0,6,https://stackoverflow.com/questions/69776383/where-is-the-on-chain-architecture-explained-in-the-whitepaper-applied-in-chainl
Doc211,0,0.06,0,0,0,0.17,0.77,0,0,0,6,https://stackoverflow.com/questions/69774365/split-money-on-minting-between-more-than-one-wallet-solana-metaplex-candymachi
Doc212,0.56,0,0,0,0.29,0,0,0,0.14,0,0,https://stackoverflow.com/questions/69773454/import-<web3>-could-not-be-resolvedpylancereportmissingimports
Doc213,0.09,0,0,0.54,0.22,0.13,0,0,0,0,3,https://stackoverflow.com/questions/69771750/error-vm-exception-while-processing-transaction-out-of-gas-set-mapping-key-va
Doc214,0.01,0.01,0.01,0.01,0.95,0.01,0.01,0.01,0.01,0.01,4,https://stackoverflow.com/questions/69766858/get-avalanche-c-chain-contract-abis
Doc215,0.16,0,0,0.63,0,0,0.2,0,0,0,3,https://stackoverflow.com/questions/69751230/restrict-function-access-only-to-one-other-specific-contract-in-solidity
Doc216,0.05,0,0,0.24,0.11,0.08,0,0.37,0.14,0,7,https://stackoverflow.com/questions/69747214/why-am-i-receiving-the-following-chainlink-error-cannot-estimate-gas
Doc217,0,0,0,0,0,0.22,0,0,0.76,0.02,8,https://stackoverflow.com/questions/69728044/how-can-i-build-a-bitcoin-wallet
Doc218,0.51,0,0,0,0,0,0.24,0.24,0,0,0,https://stackoverflow.com/questions/69723214/call-nft-transfer-using-contract-name-on-near-<blockchain>
Doc219,0,0.04,0,0,0,0.74,0.06,0,0,0.15,5,https://stackoverflow.com/questions/69719347/how-to-get-a-recipients-public-key-in-bitcoin-<blockchain>
Doc220,0.12,0.26,0,0.14,0,0,0,0,0.47,0,8,https://stackoverflow.com/questions/69717140/error-running-hardhat-node-error0308010cdigital-envelope-routinesunsupporte
Doc221,0,0,0,0.19,0.34,0.36,0,0,0.1,0,5,https://stackoverflow.com/questions/69710504/nethereum-invalid-sender-eth-sendrawtransaction-on-polygon-chain
Doc222,0,0.71,0.26,0,0,0,0,0,0,0,1,https://stackoverflow.com/questions/69708354/how-to-run-<hyperledger>-besu-node-through-docker-with-custom-configuration
Doc223,0,0,0,0,0,0.87,0,0.02,0.11,0,5,https://stackoverflow.com/questions/69701543/how-do-i-load-my-solana-wallet-using-my-private-key-file
Doc224,0.14,0,0,0.11,0,0,0.16,0.58,0,0,7,https://stackoverflow.com/questions/69700895/solidity-struct-containing-a-nested-mapping-cannot-be-constructed
Doc225,0,0,0,0,0.13,0,0.78,0,0,0.08,6,https://stackoverflow.com/questions/69699807/how-to-count-on-chain-<transactions>-for-an-address-between-blocks-in-solidity
Doc226,0.02,0,0.97,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/69695793/<hyperledger>-fabric-how-can-i-invoke-a-chaincode-with-the-role-of-a-user
Doc227,0,0.16,0.27,0,0.13,0,0.44,0,0,0,6,https://stackoverflow.com/questions/69694890/how-ethereum-protocol-works-with-<geth>
Doc228,0,0.1,0.29,0,0,0,0,0,0.44,0.16,8,https://stackoverflow.com/questions/69692528/generating-a-rest-server-from-<hyperledger>-fabric-composer
Doc229,0.06,0,0,0,0.23,0.09,0.06,0.05,0.5,0,8,https://stackoverflow.com/questions/69690815/how-can-i-store-the-value-of-a-promise-and-use-it-once-resolved
Doc230,0,0,0,0,0,0,0.85,0,0,0.14,6,https://stackoverflow.com/questions/69687995/how-new-transaction-will-get-recorded-when-all-bitcoins-are-mined
Doc231,0,0.07,0,0,0,0.39,0,0,0.53,0,8,https://stackoverflow.com/questions/69687394/borsh-serialization-fails-in-react-application
Doc232,0.02,0.84,0,0,0.13,0,0,0,0,0,1,https://stackoverflow.com/questions/69687114/metamask-is-not-connecting-my-<blockchain>-network
Doc233,0,0,0,0,0.38,0,0.31,0,0,0.3,4,https://stackoverflow.com/questions/69683731/batch-to<geth>er-multiple-read-function-calls-for-different-blocks-of-ethereum-blo
Doc234,0.73,0,0,0,0,0,0,0,0.16,0.1,0,https://stackoverflow.com/questions/69680780/solidity-pragama-not-allowing-for-anything-lower-then-0-8-9
Doc235,0.28,0,0,0,0,0,0.23,0.48,0,0,7,https://stackoverflow.com/questions/69678736/how-to-concat-two-string-values-in-solidity
Doc236,0.2,0.16,0,0.1,0.54,0,0,0,0,0,4,https://stackoverflow.com/questions/69676310/making-ink-smart-contracts-revert
Doc237,0,0,0,0,0,0,0.21,0.61,0.17,0,7,https://stackoverflow.com/questions/69671684/solidity-inserting-array-as-map-value-after-settokenuri-on-erc721
Doc238,0,0.25,0.43,0,0,0,0.31,0,0,0,2,https://stackoverflow.com/questions/69670927/how-to-read-a-ledger-file-of-a-local-<hyperledger>-fabric
Doc239,0,0.19,0,0,0,0.5,0.13,0.18,0,0,5,https://stackoverflow.com/questions/69659882/how-to-get-the-the-amount-of-the-given-token-address-in-anchor-solana
Doc240,0,0.44,0,0,0.18,0,0,0,0.37,0,1,https://stackoverflow.com/questions/69659558/error-hh604-error-running-json-rpc-server-error0308010cdigital-envelope-rout
Doc241,0,0.21,0.17,0,0.03,0,0,0,0.11,0.49,9,https://stackoverflow.com/questions/69657873/grpc-connect-to-concordium-<blockchain>-api-with-c-sharp
Doc242,0,0,0,0,0.94,0,0,0,0.05,0,4,https://stackoverflow.com/questions/69649430/how-do-i-calculate-prices
Doc243,0,0.02,0,0,0,0.9,0,0.06,0,0,5,https://stackoverflow.com/questions/69647006/solana-<blockchain>-how-can-i-generate-private-key
Doc244,0,0,0,0,0.99,0,0,0,0,0,4,https://stackoverflow.com/questions/69645854/<web3>-subscribed-event-fires-twice
Doc245,0,0,0.02,0,0.05,0,0.92,0,0,0,6,https://stackoverflow.com/questions/69639447/does-each-transaction-have-its-own-gas-price-in-near
Doc246,0.07,0.09,0,0.09,0,0.65,0,0,0,0.11,5,https://stackoverflow.com/questions/69636415/solana-how-to-get-token-balance-for-a-foreign-account
Doc247,0,0,0,0,0,0.68,0.31,0,0,0,5,https://stackoverflow.com/questions/69626686/what-is-the-best-way-to-create-ether-wallet-how-does-creating-wallet-using-mne
Doc248,0,0,0.02,0,0,0,0.97,0,0,0,6,https://stackoverflow.com/questions/69625131/can-an-nft-have-metadata-that-updates-based-on-smart-contract-variable-values
Doc249,0,0,0,0,0.25,0.63,0,0.11,0,0,5,https://stackoverflow.com/questions/69618496/how-can-i-get-the-symbol-name-of-a-token-in-solana-using-solana-<web3>-js
Doc250,0.04,0,0.39,0,0,0,0.51,0.05,0,0,6,https://stackoverflow.com/questions/69615538/<hyperledger>-fabric-is-there-a-way-to-prevent-a-member-of-an-organization-to-acc
Doc251,0,0.32,0.31,0.01,0,0,0,0,0.21,0.14,1,https://stackoverflow.com/questions/69608183/can-i-install-<hyperledger>-composer-deprecated-version-by-cloning-it-from-github
Doc252,0.46,0,0,0,0,0,0.34,0.19,0,0,0,https://stackoverflow.com/questions/69601740/parsererror-expected-but-got-identifier
Doc253,0,0,0,0.78,0,0,0,0.2,0,0.02,3,https://stackoverflow.com/questions/69594225/expected-but-got-identifier-parse-error-mismatched-input-expect
Doc254,0.35,0,0.03,0.32,0,0,0.2,0.1,0,0,0,https://stackoverflow.com/questions/69589156/how-to-connect-my-smart-contract-with-another-deployed-smart-contract
Doc255,0,0.13,0,0,0,0.77,0.09,0,0,0,5,https://stackoverflow.com/questions/69584262/how-to-get-private-and-public-keys-for-the-wallet-by-providing-a-seed-phrase-ne
Doc256,0,0.3,0.23,0,0.01,0,0.25,0,0,0.21,1,https://stackoverflow.com/questions/69582718/node-js-websocket-to-connect-peers-on-different-networks
Doc257,0.03,0.39,0.02,0,0.04,0,0.52,0,0,0,6,https://stackoverflow.com/questions/69582572/is-ganache-decentralized
Doc258,0,0,0,0,0.12,0.08,0.44,0.27,0,0.08,6,https://stackoverflow.com/questions/69582017/checking-value-of-2-mapping-with-struct-in-the-same-address-on-<blockchain>
Doc259,0,0,0,0.57,0,0,0.16,0.27,0,0,3,https://stackoverflow.com/questions/69576173/is-this-how-how-i-should-implement-the-vrf-random-nft-traits-using-chainlink
Doc260,0,0.1,0,0,0.89,0,0,0,0,0,4,https://stackoverflow.com/questions/69569402/ethereum-on-how-to-get-error-if-chain-is-not-added-into-metamask-yet
Doc261,0,0,0,0,0.31,0.53,0,0.15,0,0,5,https://stackoverflow.com/questions/69567801/is-there-any-way-to-get-amountnumber-of-token-we-are-sending-in-transaction-af
Doc262,0,0.33,0.41,0,0,0,0,0,0.25,0,2,https://stackoverflow.com/questions/69565838/i-encountered-an-error-while-installing-fabric-ca-with-the-go-get-command
Doc263,0,0,0,0,0.29,0.36,0,0,0.35,0,5,https://stackoverflow.com/questions/69564736/how-to-connect-metamask-wallet-in-mobile-platform-of-unity
Doc264,0.23,0.15,0,0.15,0.35,0.11,0,0,0,0,4,https://stackoverflow.com/questions/69552806/polygon-solidity-build-failed-for-pragma-solidity-0-8-7-with-chainlink
Doc265,0,0.4,0,0,0.54,0,0.04,0,0,0,4,https://stackoverflow.com/questions/69539394/is-it-possible-to-check-the-connected-rpc-network-in-metamask-using-jquery
Doc266,0.71,0,0,0.11,0,0,0,0,0.17,0,0,https://stackoverflow.com/questions/69537414/i-cant-seem-to-make-visual-studio-find-my-remappings
Doc267,0,0,0,0,0,0.46,0.53,0,0,0,6,https://stackoverflow.com/questions/69535995/corda-state-size-information
Doc268,0.31,0,0,0,0.12,0.56,0,0,0,0,5,https://stackoverflow.com/questions/69535334/problem-in-verifying-the-signature-in-smart-contract-which-was-signed-by-eth-per
Doc269,0.18,0,0,0,0.35,0.07,0,0.4,0,0,7,https://stackoverflow.com/questions/69526638/how-can-i-get-all-erc20-addresses-in-brownie-to-use-in-frontend
Doc270,0,0.34,0,0,0.02,0.14,0.3,0,0.19,0,1,https://stackoverflow.com/questions/69524807/how-to-create-directories-files-on-the-local-machine-using-django
Doc271,0.39,0,0.06,0,0.18,0.1,0,0,0.26,0,0,https://stackoverflow.com/questions/69524658/is-there-any-way-to-fix-hardhat-unable-signature
Doc272,0.17,0,0.02,0,0,0.81,0,0,0,0,5,https://stackoverflow.com/questions/69523948/solana-how-to-get-the-balance-from-my-phantom-wallet
Doc273,0.23,0,0,0,0,0,0.36,0.4,0,0,7,https://stackoverflow.com/questions/69515287/what-unit-does-amountin-have-in-uniswapv2router02-contracts
Doc274,0,0.06,0,0,0.34,0.33,0.16,0,0,0.1,4,https://stackoverflow.com/questions/69512857/<web3>-py-nonce-transaction-overwriting-problem
Doc275,0,0,0,0,0,0.11,0.88,0,0,0,6,https://stackoverflow.com/questions/69508978/what-does-one-mean-by-a-transaction-in-<blockchain>
Doc276,0,0.59,0,0,0.2,0.2,0,0,0,0,1,https://stackoverflow.com/questions/69506678/how-to-run-cardano-wallet
Doc277,0.07,0,0,0,0.92,0,0,0,0,0,4,https://stackoverflow.com/questions/69501454/<web3>-eth-gettransaction-with-ganache-cli-gives-chainid-error
Doc278,0,0.13,0,0,0,0.62,0,0.07,0,0.16,5,https://stackoverflow.com/questions/69506256/how-to-push-transaction-eos-<blockchain>-eosjs-unsatisfied-authorization
Doc279,0,0.14,0,0.85,0,0,0,0,0,0,3,https://stackoverflow.com/questions/69501265/how-to-debug-chainlink-job-task
Doc280,0,0,0,0,0,0.78,0.21,0,0,0,5,https://stackoverflow.com/questions/69498986/corda-info-about-transaction-size
Doc281,0.33,0,0,0.18,0.09,0.23,0.02,0.15,0,0,0,https://stackoverflow.com/questions/69498906/how-to-deal-with-only-the-owner-of-the-contract-can-update-the-smart-contract
Doc282,0.06,0,0,0,0.2,0.28,0.19,0.27,0,0,5,https://stackoverflow.com/questions/69463787/how-to-speed-up-token-balance-on-multiple-contracts
Doc283,0,0,0,0,0.4,0,0.07,0,0,0.52,9,https://stackoverflow.com/questions/69462852/how-to-calculate-availability-on-<blockchain>-ipfs-and-hadoop-hdfs
Doc284,0.35,0,0,0,0.56,0.08,0,0,0,0,4,https://stackoverflow.com/questions/69457181/error-creating-contract-after-getting-contract-abi-from-etherscan-api
Doc285,0,0,0,0,0,0.52,0.47,0,0,0,5,https://stackoverflow.com/questions/69450045/why-is-transaction-hash-bitcoin-millions-worth-txid
Doc286,0,0,0,0,0.78,0.13,0,0.08,0,0,4,https://stackoverflow.com/questions/69449105/transaction-hash-returned-error-invalid-sender
Doc287,0,0,0,0.74,0,0,0.26,0,0,0,3,https://stackoverflow.com/questions/69448392/retrieve-the-random-number-generated-by-chainlink-vrf-in-1-transaction
Doc288,0,0.32,0,0,0,0.45,0,0,0,0.21,5,https://stackoverflow.com/questions/69440836/total-supply-api-for-coinmarketcap-listing
Doc289,0,0.16,0,0,0.09,0.46,0.18,0,0,0.11,5,https://stackoverflow.com/questions/69438889/near-functioncall-args-field
Doc290,0,0,0,0,0.64,0,0.09,0.25,0,0,4,https://stackoverflow.com/questions/69435022/best-way-to-download-all-historic-ethereum-erc721-transfers
Doc291,0,0.24,0,0,0,0,0.74,0,0,0,6,https://stackoverflow.com/questions/69432445/is-it-possible-to-mint-an-nft-in-solana-unrevealed-and-then-reveal-it-later-on
Doc292,0,0.21,0,0,0,0.24,0,0.22,0.32,0,8,https://stackoverflow.com/questions/69430868/error-typeerror-cannot-read-property-toxdrobject-of-undefined
Doc293,0,0.33,0,0.13,0.13,0.4,0,0,0,0,5,https://stackoverflow.com/questions/69429174/how-to-get-btc-address-balance-via-electrum-json-rpc
Doc294,0,0.14,0,0,0.17,0,0,0,0.68,0,8,https://stackoverflow.com/questions/69428836/i-am-having-eperm-error-while-trying-to-load-a-new-ganache-workspace
Doc295,0,0,0,0,0.99,0,0,0,0,0,4,https://stackoverflow.com/questions/69427208/best-way-of-setting-up-<web3>-instance-in-react
Doc296,0,0.35,0,0.63,0,0,0,0,0,0,3,https://stackoverflow.com/questions/69424746/how-to-get-oracle-id-for-chainlink-api-call
Doc297,0.08,0.13,0,0,0.58,0.2,0,0,0,0,4,https://stackoverflow.com/questions/69423402/how-to-use-bsc-with-walletconnect-and-<web3>-js
Doc298,0,0.31,0,0,0.31,0.15,0.23,0,0,0,1,https://stackoverflow.com/questions/69420046/how-the-metamask-plugin-works
Doc299,0,0,0.99,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/69419624/how-to-set-docker-sock-variable-to-create-container-for-service-peer0-org3-examp
Doc300,0,0,0,0,0.33,0.42,0,0.25,0,0,5,https://stackoverflow.com/questions/69414269/invalid-sender-while-transfering-bep20-token
Doc301,0.19,0.12,0,0.57,0,0,0,0,0,0.12,3,https://stackoverflow.com/questions/69412917/vm-exception-while-processing-transaction-revert
Doc302,0.59,0.17,0,0.04,0,0,0,0,0.2,0,0,https://stackoverflow.com/questions/69407300/solidity-importing-problem-on-vscode-wsl2-and-brownie
Doc303,0,0.32,0.41,0,0,0.08,0.19,0,0,0,2,https://stackoverflow.com/questions/69407284/ethereum-in-kubernetes-fatal-could-not-open-database-resource-temporarily-una
Doc304,0,0.09,0,0,0,0.41,0,0.14,0,0.36,5,https://stackoverflow.com/questions/69405653/how-to-access-final-balance-from-<blockchain>
Doc305,0,0,0,0,0,0.1,0.31,0.46,0,0.12,7,https://stackoverflow.com/questions/69394998/pancakeswap-v2-functions-called-automatically-after-adding-mytoken-to-a-new-pool
Doc306,0.08,0,0,0,0.54,0.27,0,0.1,0,0,4,https://stackoverflow.com/questions/69384849/invalid-sender-on-signed-transaction-mumbai-polygon
Doc307,0.86,0,0,0,0.13,0,0,0.01,0,0,0,https://stackoverflow.com/questions/69382879/solidity-when-deploying-the-contract-i-get-syntaxerror-unexpected-token-o-in
Doc308,0,0,0,0,0,0.72,0,0,0,0.27,5,https://stackoverflow.com/questions/69382867/how-do-i-get-list-of-tokens-owned-by-me
Doc309,0.47,0.21,0,0,0.18,0,0,0.12,0,0,0,https://stackoverflow.com/questions/69367571/unable-to-sell-nft-functionality-when-deployed-to-polygon
Doc310,0.11,0,0,0.31,0,0,0,0.57,0,0,7,https://stackoverflow.com/questions/69365494/declarationerror-identifier-not-found-or-not-unique-function-retrieve-public
Doc311,0,0,0,0,0.68,0.21,0,0.1,0,0,4,https://stackoverflow.com/questions/69363611/trying-to-connect-metamask-wallet-to-my-react-app-through-<web3>-js
Doc312,0.3,0.07,0,0,0.11,0,0,0,0.51,0,8,https://stackoverflow.com/questions/69355762/how-to-execute-truffle-commands-through-an-api-or-a-code
Doc313,0,0,0,0,0,0,0,0,0,0.98,9,https://stackoverflow.com/questions/69353319/can-we-predict-the-data-from-the-hash-value
Doc314,0,0,0,0,0.02,0,0.12,0.03,0,0.83,9,https://stackoverflow.com/questions/69353239/compact-u16-what-is-the-purpose-of-this
Doc315,0.31,0,0,0,0.41,0.09,0.14,0.05,0,0,4,https://stackoverflow.com/questions/69350233/set-minter-wallet-address-as-creator-of-nft-in-opensea
Doc316,0.99,0,0,0,0,0,0,0,0,0,0,https://stackoverflow.com/questions/69348754/parsererror-in-solidity-expected-identifier-but-got-reserved-keyword-immutable
Doc317,0,0,0,0,0.4,0.23,0.36,0,0,0,4,https://stackoverflow.com/questions/69339201/what-does-the-data-field-mean-in-an-elrond-transaction
Doc318,0,0,0,0,0,0,0.68,0.24,0.02,0.06,6,https://stackoverflow.com/questions/69339123/how-is-a-nft-token-id-assigned-to-an-object-e-g-picture-tweet-video-etc
Doc319,0.14,0.04,0,0.13,0.09,0.04,0.12,0,0.43,0,8,https://stackoverflow.com/questions/69336628/ethereum-insufficient-funds-for-gas-price-value
Doc320,0.37,0,0,0,0,0,0,0,0.62,0,8,https://stackoverflow.com/questions/69336123/i-try-to-deploy-my-smart-contract-in-truffle-but-is-says-unsupported-compiler
Doc321,0,0.57,0,0,0,0,0,0,0.42,0,1,https://stackoverflow.com/questions/69333133/ubuntu-when-try-to-install-solana-get-error
Doc322,0.02,0,0.07,0,0.14,0.61,0,0,0.01,0.15,5,https://stackoverflow.com/questions/69327236/how-to-to-check-inputs-to-json-parse-is-valid-or-not-in-ejs
Doc323,0,0.47,0.51,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/69325782/channel-creation-failed-at-test-network-of-<hyperledger>-fabric
Doc324,0.01,0,0,0,0,0.05,0,0,0.94,0,8,https://stackoverflow.com/questions/69324385/could-not-install-erdpy-no-module-named-ledgercomm
Doc325,0.03,0,0.15,0,0.45,0.36,0,0,0,0,4,https://stackoverflow.com/questions/69323765/how-to-fix-unexpected-end-of-json-error
Doc326,0,0.29,0,0.15,0.37,0.07,0,0,0,0.12,4,https://stackoverflow.com/questions/69321235/trouble-with-chainlink-external-adapter-making-an-api-call-to-spotify
Doc327,0,0,0,0,0,0.1,0.86,0,0,0.04,6,https://stackoverflow.com/questions/69320137/why-is-proof-of-work-necessary-in-<blockchain>
Doc328,0,0,0,0,0.97,0,0,0.02,0,0,4,https://stackoverflow.com/questions/69318614/detecting-new-paircreated-events-on-polygon-<blockchain>-with-<web3>-and-<python>
Doc329,0,0,0,0.26,0,0,0.54,0.19,0,0,6,https://stackoverflow.com/questions/69312478/updating-the-state-of-many-addresses-in-solidity-is-gas-costly
Doc330,0,0.3,0.68,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/69311647/can-the-cli-service-exist-on-each-org-that-installed-in-different-machine-hyper
Doc331,0,0,0,0,0.77,0,0.06,0,0.16,0,4,https://stackoverflow.com/questions/69310362/unexpected-error-calling-ethereum-contract-using-<web3>-js
Doc332,0,0,0,0,0,0,0,0,0,0.98,9,https://stackoverflow.com/questions/69310229/does-<blockchain>-with-proof-of-stake-consensus-have-special-nodes-to-choose-a-win
Doc333,0,0,0,0,0.76,0,0,0.24,0,0,4,https://stackoverflow.com/questions/69302924/erc-721-how-to-get-all-token-ids
Doc334,0,0.96,0,0,0,0,0,0,0,0,1,https://stackoverflow.com/questions/69300579/how-do-<blockchain>-nodes-find-each-other-in-a-p2p-network
Doc335,0,0.1,0,0,0,0,0.56,0.32,0,0,6,https://stackoverflow.com/questions/69299918/programmatic-minting-process
Doc336,0,0,0,0,0.52,0.46,0,0,0,0,4,https://stackoverflow.com/questions/69299809/how-can-i-get-the-wallet-address-for-a-given-herotag
Doc337,0.99,0,0,0,0,0,0,0,0,0,0,https://stackoverflow.com/questions/69291573/remix-ide-unable-to-load-3rd-party-library
Doc338,0.65,0,0,0,0,0.33,0,0,0,0,0,https://stackoverflow.com/questions/69290557/truffle-hdwalletprovider-alternative
Doc339,0.62,0,0,0.05,0,0,0.1,0.14,0,0.08,0,https://stackoverflow.com/questions/69285553/solidity-question-about-usingliquidityprotectionservice
Doc340,0,0.19,0.5,0.18,0,0,0,0,0,0.12,2,https://stackoverflow.com/questions/69282544/how-to-fix-the-high-memory-usage-of-fabric-peer-running-on-k8s
Doc341,0,0.82,0,0,0,0,0,0,0.16,0,1,https://stackoverflow.com/questions/69274218/decoderfailure-in-cardano-cli
Doc342,0.64,0,0,0,0.2,0,0,0.13,0.03,0,0,https://stackoverflow.com/questions/69269458/how-can-get-json-interface-of-the-smart-contract
Doc343,0.9,0,0,0,0,0,0,0,0.09,0,0,https://stackoverflow.com/questions/69269101/please-how-do-i-get-abi-of-my-token-after-deploying-on-bscmainet
Doc344,0,0.72,0,0,0,0,0,0,0.22,0.06,1,https://stackoverflow.com/questions/69263074/error-servicetelemetryioerrorcustom-error-in-substrate
Doc345,0,0.29,0.18,0,0,0,0.44,0,0,0.07,6,https://stackoverflow.com/questions/69263071/<geth>-node-stuck-on-looking-for-peers
Doc346,0.7,0,0,0,0.29,0,0,0,0,0,0,https://stackoverflow.com/questions/69261610/error-when-deploying-a-smart-contract-that-implements-iuniswapv2router02
Doc347,0,0.4,0,0,0,0,0.57,0,0,0,6,https://stackoverflow.com/questions/69258552/is-it-possible-to-integrate-opensea-sdk-into-kotlin-android-app
Doc348,0.56,0,0,0.13,0,0,0,0.31,0,0,0,https://stackoverflow.com/questions/69258120/smart-contract-for-auto-burn-on-every-transaction
Doc349,0.19,0,0,0,0,0.05,0.65,0.1,0,0,6,https://stackoverflow.com/questions/69257513/how-many-nfts-does-a-smart-contract-have
Doc350,0,0,0,0,0,0,0,0,0,0.99,9,https://stackoverflow.com/questions/69251768/value-inside-submitted-task-always-the-same-executorservice
Doc351,0,0.2,0,0,0,0.66,0,0.12,0,0,5,https://stackoverflow.com/questions/69250101/convert-solana-public-key-from-uint8array
Doc352,0.11,0,0,0,0.04,0.82,0,0,0.02,0,5,https://stackoverflow.com/questions/69248618/how-to-get-proper-public-address-from-mnemonic-phrase-for-solana
