,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,dominant_topic,Title_link
Doc499,0,0,0,0.02,0,0,0,0,0.63,0.35,8,https://stackoverflow.com/questions/46449327/how-to-get-all-existing-channels-in-hyperledger-1-0-node-sdk
Doc500,0.25,0.13,0,0,0,0,0.08,0.05,0,0.49,9,https://stackoverflow.com/questions/45678260/custom-blockchain-data-structure
Doc501,0.14,0,0,0,0.33,0,0.03,0,0.47,0.02,8,https://stackoverflow.com/questions/45015611/error-client-utils-js-sendpeersproposal-promise-is-rejected-error-failed
Doc502,0.46,0,0,0,0.31,0.22,0,0,0,0,0,https://stackoverflow.com/questions/40901387/accessing-ethereum-dapp
Doc503,0,0.22,0,0,0,0,0,0,0.36,0.42,9,https://stackoverflow.com/questions/40398253/fabric-network-what-happens-when-a-downed-peer-connects-back-to-the-network
Doc504,0.85,0.05,0,0,0.04,0,0.05,0,0,0,0,https://stackoverflow.com/questions/25754700/creating-wallet-on-blockchain-with-ajax-gives-cors-error
Doc505,0.83,0,0,0.08,0.07,0,0,0,0,0,0,https://stackoverflow.com/questions/73578284/proper-way-to-call-a-program-method-on-solana-from-client-connected-to-wallet
Doc506,0.36,0.52,0,0,0,0,0,0.08,0,0.03,1,https://stackoverflow.com/questions/73073510/btc-rbtc-conversion-programatically-using-rsk
Doc507,0.17,0,0,0.24,0.58,0,0,0,0,0,4,https://stackoverflow.com/questions/72811084/cannot-deploy-the-program-to-devnet-with-anchor
Doc508,0,0,0.98,0,0,0,0.02,0,0,0,2,https://stackoverflow.com/questions/72743177/gas-estimation-error-execution-reverted-originalerror-code-3-data
Doc509,0.7,0,0,0,0,0,0.02,0.27,0,0,0,https://stackoverflow.com/questions/71926137/close-an-account-and-return-what-was-transferred-to-several-accounts
Doc510,0.22,0.06,0.04,0.17,0.51,0,0,0,0,0,4,https://stackoverflow.com/questions/71696561/how-to-use-githubs-kadena-io-cardano-crypto-js-mnemonic-in-react-native-wallet
Doc511,0,0.89,0,0,0,0.09,0,0.02,0,0,1,https://stackoverflow.com/questions/71202933/how-are-blocks-processed-while-syncing-ethereum-blockchain-in-full-sync-mode
Doc512,0,0,0,0.28,0,0.7,0,0,0,0,5,https://stackoverflow.com/questions/70850168/why-do-my-ethers-js-transactions-keep-pending-dropping-on-polygon-even-with-a-lo
Doc513,0.09,0,0.44,0,0,0.07,0.04,0.36,0,0,2,https://stackoverflow.com/questions/70725832/solidity-disable-buying-and-selling-if-currentprice-is-below-lasttransactionpri
Doc514,0,0.26,0.24,0.26,0,0,0.13,0.1,0,0,1,https://stackoverflow.com/questions/70295760/how-will-erc721-tokenuri-update-on-opensea
Doc515,0,0,0,0.51,0.02,0.13,0,0.34,0,0,3,https://stackoverflow.com/questions/69910421/how-to-add-infinite-allowance-with-web3
Doc516,0,0,0,0,0.13,0,0,0,0.74,0.12,8,https://stackoverflow.com/questions/69733927/how-can-i-join-orderers-from-two-organisations-with-minifabric
Doc517,0,0,0.43,0,0.48,0,0,0.09,0,0,4,https://stackoverflow.com/questions/69732284/what-is-meant-by-a-valueerror-invalid-npm-block-in-import-when-trying-to-run-br
Doc518,0.12,0,0,0.88,0,0,0,0,0,0,3,https://stackoverflow.com/questions/69427208/best-way-of-setting-up-web3-instance-in-react
Doc519,0,0.48,0,0,0.48,0,0,0,0.03,0,1,https://stackoverflow.com/questions/68785698/how-can-i-fork-binance-smart-chain-and-create-my-own-blockchain
Doc520,0,0,0,0.59,0,0.22,0,0.18,0,0,3,https://stackoverflow.com/questions/68766559/make-a-withdraw-from-aave-causes-error-transaction-reverted
Doc521,0,0,0,0.29,0.55,0,0,0,0,0.16,4,https://stackoverflow.com/questions/66691023/issue-deploying-raiden-contracts-and-starting-raiden-client-on-private-geth-netw
Doc522,0,0.32,0,0.41,0.09,0.09,0,0,0,0.08,3,https://stackoverflow.com/questions/66154365/can-my-backend-call-a-smart-contract-function-to-be-executed-on-a-certain-date
Doc523,0,0.21,0.13,0,0,0,0,0.62,0.02,0,7,https://stackoverflow.com/questions/64708815/find-total-liquidity-for-particular-pair-in-uniswapv2-blockchain
Doc524,0,0,0,0,0.49,0,0,0,0.5,0,8,https://stackoverflow.com/questions/62315555/error-response-could-not-kill-running-container-runc-did-not-terminate-sucessf
Doc525,0.21,0,0.07,0,0,0.12,0,0.13,0.08,0.37,9,https://stackoverflow.com/questions/61801969/ethereum-erc20-token-transaction-between-privatehyperledger-fabric-and-public
Doc526,0,0.92,0,0,0,0,0.03,0,0,0.04,1,https://stackoverflow.com/questions/60356134/what-happens-when-multiple-blocks-are-added-at-the-same-time-to-a-blockchain
Doc527,0,0,0,0.04,0,0.05,0,0,0.9,0,8,https://stackoverflow.com/questions/59955865/hyperledger-fabric-network-chaincode-instantiate-error
Doc528,0,0,0,0,0.75,0,0,0,0.24,0,4,https://stackoverflow.com/questions/59708824/pkcs11js1-0-19-script-failure-installing-hyperledger-caliper-cli-from-npm-v0-2
Doc529,0.12,0.11,0,0,0.16,0.48,0,0.03,0.11,0,5,https://stackoverflow.com/questions/59552135/how-to-send-bitcoin-offline-or-on-localhost-using-bitcoinj-liberary
Doc530,0.11,0.05,0,0.04,0.34,0.17,0.2,0.1,0,0,4,https://stackoverflow.com/questions/59448694/unhandled-rejection-chainerrmissing-field-proof
Doc531,0.09,0.03,0,0.42,0.2,0,0,0,0,0.26,3,https://stackoverflow.com/questions/58833175/deploy-smart-contract-on-blockchain-only-using-evm-api-without-using-geth-or-tuf
Doc532,0,0.34,0,0,0.16,0,0.27,0,0,0.22,1,https://stackoverflow.com/questions/58285449/how-to-expand-query-apis-in-bigchaindb-2-0
Doc533,0,0,0,0,0,0,0,0,0,0.98,9,https://stackoverflow.com/questions/57552647/how-to-configure-private-blockchain-using-bigchaindb-is-it-possible
Doc534,0,0,0,0.3,0.37,0.33,0,0,0,0,4,https://stackoverflow.com/questions/56616396/unit-test-error-with-mocha-timeout-of-20000ms-exceeded
Doc535,0.06,0.32,0,0.02,0,0,0.14,0,0,0.45,9,https://stackoverflow.com/questions/56043253/how-to-normalize-blockchain-storage
Doc536,0,0,0,0,0.92,0,0.06,0,0,0,4,https://stackoverflow.com/questions/55553529/error-while-launching-tendermint-node-with-tendermint-init
Doc537,0.4,0.02,0,0.04,0,0.26,0.19,0.08,0,0,0,https://stackoverflow.com/questions/55506886/elliptic-typeerror-converting-circular-structure-to-json
Doc538,0,0,0,0,0.11,0,0,0,0.88,0,8,https://stackoverflow.com/questions/53801467/hyperledger-fabric-error-canceled-desc-context-canceled
Doc539,0.25,0,0,0,0.27,0,0,0,0,0.47,9,https://stackoverflow.com/questions/53290663/generating-enode-on-private-ethereum-blockchain
Doc540,0,0,0.17,0.44,0,0.16,0.17,0.05,0,0,3,https://stackoverflow.com/questions/53166904/send-signed-transaction-from-nodejs-to-private-smartcontract-using-webjs-in-quor
Doc541,0,0,0,0,0.17,0,0,0,0.82,0,8,https://stackoverflow.com/questions/52036569/fabric-ca-client-user-enrolment-authorisation-failure
Doc542,0,0.07,0,0,0.24,0.24,0.21,0.1,0.13,0,4,https://stackoverflow.com/questions/51780608/hyperledger-iroha-android-commandservice-stateless-invalid-tx-wrongly-formed
Doc543,0.62,0.05,0,0,0,0,0.3,0,0.03,0,0,https://stackoverflow.com/questions/51577249/woleet-blockchain-api-error-with-php-curl
Doc544,0.37,0,0.08,0.28,0,0,0.16,0.06,0,0.05,0,https://stackoverflow.com/questions/50130776/javascript-binary-string-to-hex-to-base58-back-to-hex-back-to-string-random
Doc545,0.06,0,0,0,0,0,0,0,0,0.93,9,https://stackoverflow.com/questions/49799003/hyperledger-composer-for-blockchain-based-academic-certificates
Doc546,0,0,0,0,0,0,0.2,0,0.8,0,8,https://stackoverflow.com/questions/49734514/how-to-fix-the-badrequest-error
Doc547,0,0.05,0,0,0,0,0,0,0.24,0.7,9,https://stackoverflow.com/questions/49124056/hyperledger-fabric-migrate-a-channel-from-one-network-to-another-network
Doc548,0.06,0,0,0,0.27,0,0,0,0.67,0,8,https://stackoverflow.com/questions/48637920/x509-ecdsa-verification-failure
Doc549,0,0,0,0,0,0,0,0,0.99,0,8,https://stackoverflow.com/questions/48534384/when-im-trying-to-add-new-organization-in-existing-channel-of-3-organization
Doc550,0,0.12,0,0.19,0.37,0.21,0.07,0.03,0,0,4,https://stackoverflow.com/questions/48343868/ethereum-error-transaction-was-not-mined-within-50-blocks
Doc551,0,0,0,0.63,0,0.1,0,0.26,0,0,3,https://stackoverflow.com/questions/47003273/transferring-erc20-tokens-using-web3-ropsten-infura-testnet
Doc552,0.08,0.1,0.03,0,0.35,0.32,0.1,0,0.03,0,4,https://stackoverflow.com/questions/46862573/i-cant-get-transaction-result-with-qbitninjaclient
Doc553,0,0,0,0.07,0.44,0.05,0.02,0,0,0.41,4,https://stackoverflow.com/questions/46429351/passport-strategy-to-authenticate-application-users-from-local-db
Doc554,0.2,0.13,0.17,0,0,0.41,0,0.09,0,0,5,https://stackoverflow.com/questions/46528602/simple-1-to-1-bitcoin-transaction-with-bitcore
Doc555,0.11,0.25,0,0,0,0,0,0,0.01,0.62,9,https://stackoverflow.com/questions/46308820/permissions-within-a-blockchain
Doc556,0.28,0.02,0,0,0,0.25,0,0.07,0,0.36,9,https://stackoverflow.com/questions/44877639/how-to-store-transaction-logs-on-blockchain
Doc557,0.09,0.14,0.05,0,0.17,0.5,0.02,0,0,0.03,5,https://stackoverflow.com/questions/39911835/we-are-facing-below-exception-while-running-mapreduce-program-to-parse-blockchai
Doc558,0,0.1,0,0.14,0.2,0,0.16,0,0.39,0,8,https://stackoverflow.com/questions/38961085/query-function-does-not-work-for-deployed-chaincode
Doc559,0,0.33,0,0.23,0,0,0.06,0,0,0.37,9,https://stackoverflow.com/questions/32879696/smart-contracts-anti-virus-service
Doc560,0,0.07,0,0,0.23,0,0,0,0.28,0.41,9,https://stackoverflow.com/questions/37747489/how-to-deploy-hyperledger-block-chain-to-ibm-bluemix
Doc561,0.16,0.58,0,0.25,0,0,0,0,0,0,1,https://stackoverflow.com/questions/72582211/how-to-access-goethereum-transaction-trie-using-leveldb
Doc562,0.55,0,0,0.08,0.36,0,0,0,0,0,0,https://stackoverflow.com/questions/70133769/disconnect-dapp-from-metamask
Doc563,0.17,0,0,0.07,0,0.5,0.26,0,0,0,5,https://stackoverflow.com/questions/56235135/how-to-sign-a-blockcypher-transaction-using-bitcoinjs
Doc564,0,0.86,0,0,0.13,0,0,0,0,0,1,https://stackoverflow.com/questions/33513105/in-what-scenarios-can-the-blockchain-size-decrease-for-bitcoin
Doc565,0,0,0,0,0.87,0,0,0,0.11,0,4,https://stackoverflow.com/questions/67241567/install-startport-mv-cannot-move-starport-to-usr-local-bin-starport-per
Doc566,0,0,0.06,0.45,0.06,0,0,0.43,0,0,3,https://stackoverflow.com/questions/70364713/hardhat-test-functionname-is-not-a-function
Doc567,0,0,0,0,0.34,0.18,0,0,0.44,0.04,8,https://stackoverflow.com/questions/57217224/gradle-compile-failed-could-not-find-com-github-everit-org-json-schemaorg-ever
Doc568,0,0,0,0,0.75,0,0,0,0,0.25,4,https://stackoverflow.com/questions/47599375/hyperledger-composer-no-business-network-has-been-specified-for-this-connectio
Doc569,0,0,0.05,0.24,0,0.28,0.09,0.14,0,0.2,5,https://stackoverflow.com/questions/71502322/difference-between-assert-and-require
Doc570,0.09,0,0.27,0.37,0,0,0.16,0.07,0,0.04,3,https://stackoverflow.com/questions/69827575/is-it-possible-to-get-the-abi-of-a-contract-without-the-source-code
Doc571,0,0,0,0.06,0.93,0,0,0,0,0,4,https://stackoverflow.com/questions/70911092/truffle-migrations-cb-is-not-a-function
Doc572,0,0.41,0,0.33,0.25,0,0,0,0,0,1,https://stackoverflow.com/questions/70714338/which-provider-should-i-choose-web3provider-infuraprovider-jsonrpcprovider
Doc573,0,0,0,0,0,0,0.02,0,0.98,0,8,https://stackoverflow.com/questions/59083970/unable-to-update-batchtimeout-in-orderer-configuration
Doc574,0,0,0,0,0,0,0.27,0,0,0.72,9,https://stackoverflow.com/questions/48248170/should-each-asset-have-its-own-chaincode-in-fabric
Doc575,0.13,0.36,0.02,0,0,0,0,0.48,0,0,7,https://stackoverflow.com/questions/47975977/how-to-generate-random-64-digit-hexadecimal-number-in-r
Doc576,0,0,0,0,0.71,0.09,0.06,0,0,0.14,4,https://stackoverflow.com/questions/34474091/protobuf-inline-not-in-headers
Doc577,0.5,0.17,0,0.21,0,0,0.09,0.03,0,0,0,https://stackoverflow.com/questions/66228220/how-to-query-all-current-polkadot-accounts-with-polkadot-js
Doc578,0.2,0.5,0,0,0.15,0.07,0,0,0,0.06,1,https://stackoverflow.com/questions/61541866/how-do-i-run-substrate-in-a-way-so-that-transactions-get-validated-instantly-for
Doc579,0.49,0,0,0,0.4,0.1,0,0,0,0,0,https://stackoverflow.com/questions/56705298/how-can-i-look-at-the-final-code-generated-by-the-macros-in-parity-substrate
Doc580,0.12,0.08,0.36,0.19,0,0,0,0.25,0,0,2,https://stackoverflow.com/questions/52138753/strange-behaviour-of-ethereum-solidity-calculation
Doc581,0.05,0.14,0.02,0.33,0.4,0,0,0,0,0.06,4,https://stackoverflow.com/questions/48173304/web3-eth-subscribe-not-implemented-for-web3-version-1-0-0-beta-27
Doc582,0,0,0,0,0.09,0,0,0,0.91,0,8,https://stackoverflow.com/questions/46595881/error-installing-chaincode-on-hyperledger-fabric
Doc583,0.01,0,0,0,0.45,0,0.02,0,0.36,0.17,4,https://stackoverflow.com/questions/42309207/fabric-composer-integration-with-bluemix-blockchain-service
Doc584,0,0.66,0,0,0.32,0,0.01,0,0,0,1,https://stackoverflow.com/questions/38095617/is-there-a-way-to-read-dat-files-as-in-the-storage-format-for-bitcoin-blocks
Doc585,0.02,0.15,0,0.48,0,0.35,0,0,0,0,3,https://stackoverflow.com/questions/72406476/getting-error-transaction-oversize-while-creating-a-smart-contract-in-hedera-b
Doc586,0.22,0,0,0,0.43,0.07,0.19,0.09,0,0,4,https://stackoverflow.com/questions/70997810/hardhat-node-error-in-browser-on-localhost
Doc587,0.76,0.1,0,0.02,0,0,0,0,0,0.11,0,https://stackoverflow.com/questions/69060605/store-secret-in-evm-blockchain
Doc588,0.55,0,0.26,0,0,0,0.13,0,0,0.05,0,https://stackoverflow.com/questions/63899101/how-to-get-the-polkadot-address-from-the-polkadot-public-key-polkadot-js
Doc589,0,0,0,0,0,0,0,0,0,1,9,https://stackoverflow.com/questions/53077649/how-permissioned-private-blockchain-is-differ-from-centralised-system
Doc590,0.31,0,0,0.32,0.02,0,0,0,0,0.33,9,https://stackoverflow.com/questions/52903827/does-metamask-is-necessary-for-dapp
Doc591,0,0.82,0,0,0,0.02,0,0,0,0.15,1,https://stackoverflow.com/questions/52448843/how-block-chain-is-so-secure
Doc592,0,0,0,0,0.16,0,0,0,0.84,0,8,https://stackoverflow.com/questions/50356724/unable-to-join-channel-on-hyperleger-fabric
Doc593,0,0,0,0,0,0.42,0,0,0.56,0,8,https://stackoverflow.com/questions/48585852/how-does-hyperledger-fabric-avoid-infinite-loop
Doc594,0,0,0.04,0.93,0,0.03,0,0,0,0,3,https://stackoverflow.com/questions/44224888/listening-to-events-in-web3j
Doc595,0,0,0,0,0,0,0,0.02,0.03,0.95,9,https://stackoverflow.com/questions/42684593/how-can-the-transaction-certificates-in-hyperledger-be-used-to-enforce-privacy
Doc596,0.09,0.83,0,0,0,0,0,0.07,0,0,1,https://stackoverflow.com/questions/71275466/how-to-access-the-data-from-the-previous-block-of-ethereum-block-chain-through-t
Doc597,0,0,0.1,0.16,0.65,0,0,0.08,0,0,4,https://stackoverflow.com/questions/71258898/compiling-aggregatorv2v3interface-leads-to-typeerror-interfaces-cannot-inherit
Doc598,0.47,0,0.05,0,0,0,0,0.47,0,0,0,https://stackoverflow.com/questions/70767898/what-does-mean-expression-variablename-in-solidity
Doc599,0.31,0.31,0,0,0,0,0,0.09,0,0.28,0,https://stackoverflow.com/questions/70339790/whats-the-difference-between-eth-2-0-and-near
Doc600,0,0,0.51,0.26,0.08,0.11,0.04,0,0,0,2,https://stackoverflow.com/questions/69747214/why-am-i-receiving-the-following-chainlink-error-cannot-estimate-gas
Doc601,0.13,0.24,0,0.25,0,0,0,0.22,0.05,0.09,3,https://stackoverflow.com/questions/68800543/can-we-get-smart-contract-address-by-token-name
Doc602,0,0.35,0,0.34,0,0,0,0,0,0.31,1,https://stackoverflow.com/questions/67863614/can-smart-contract-access-data-of-other-blockchains
Doc603,0,0,0,0.9,0.01,0.03,0.05,0,0,0,3,https://stackoverflow.com/questions/67628454/call-revert-exception
Doc604,0,0,0.03,0,0,0,0,0.96,0,0,7,https://stackoverflow.com/questions/67384106/ehtereum-smart-contract-approve-spender-from-another-contract
Doc605,0.23,0.11,0,0,0.16,0.17,0.18,0.12,0,0.02,0,https://stackoverflow.com/questions/67054979/why-cant-i-send-an-extrinsic-from-py-substrate-interface
Doc606,0.01,0,0,0,0.15,0,0.01,0,0.82,0,8,https://stackoverflow.com/questions/66256188/hyperledger-blockchain-explorer-fail-to-connect-before-the-deadline-on-endorser
Doc607,0,0,0,0.13,0.82,0.04,0,0,0,0,4,https://stackoverflow.com/questions/65078705/error-deployment-failed-while-using-matic-test-network
Doc608,0,0.74,0,0,0.26,0,0,0,0,0,1,https://stackoverflow.com/questions/63876426/getting-hash-of-individual-files-within-folder-uploaded-to-ipfs
Doc609,0.38,0,0,0,0.03,0,0,0.03,0.26,0.3,0,https://stackoverflow.com/questions/63410054/regarding-login-registration-architect-of-hyperledger-fabric
Doc610,0,0,0,0,0.1,0,0,0,0.86,0.03,8,https://stackoverflow.com/questions/60911267/endorser-client-failed-to-connect-connection-refused-error
Doc611,0,0,0,0,0,0.16,0.24,0,0,0.6,9,https://stackoverflow.com/questions/59992380/how-denial-of-state-attacks-could-be-caused-in-corda
Doc612,0,0,0,0,0.44,0.45,0.1,0,0,0,5,https://stackoverflow.com/questions/55128567/error-when-run-command-start-iouflow-iouvalue-99-otherparty-o-partyb-l-new
Doc613,0,0,0,0,0,0,0,0,0.52,0.47,8,https://stackoverflow.com/questions/54419670/in-hyperledger-fabric-what-is-difference-between-org1msp-member-org1msp-pee
Doc614,0.01,0,0,0,0,0.24,0,0,0.75,0,8,https://stackoverflow.com/questions/52755302/hyperledger-fabric-failed-to-execute-transaction-timeout-expired
Doc615,0,0,0,0,0,0,0,0,0.35,0.65,9,https://stackoverflow.com/questions/52513462/hyperledger-fabric-cross-communication
Doc616,0,0.26,0,0,0.09,0,0.45,0,0,0.19,6,https://stackoverflow.com/questions/52400744/sawtooth-transaction-payload-decode
Doc617,0,0,0,0,0,0.41,0.46,0,0,0.12,6,https://stackoverflow.com/questions/52210412/architecture-question-for-state-evolution
Doc618,0,0,0,0.04,0.09,0,0,0,0.87,0,8,https://stackoverflow.com/questions/52174042/error-in-hyperledger-explorer-configuration
Doc619,0,0,0,0,0.92,0,0.08,0,0,0,4,https://stackoverflow.com/questions/47421843/cant-change-port-of-composer-rest-server
Doc620,0.5,0,0.44,0,0,0,0.02,0.04,0,0,0,https://stackoverflow.com/questions/46466792/how-mapping-works-in-solidity-and-is-mapping-analogous-to-another-concept-in-ot
Doc621,0,0.37,0,0,0.55,0.08,0,0,0,0,4,https://stackoverflow.com/questions/46417379/geth-hangs-right-after-generating-dag
Doc622,0,0,0,0.03,0,0,0.07,0,0.2,0.7,9,https://stackoverflow.com/questions/46385834/can-a-chaincode-interact-with-other-chaincode
Doc623,0,0.5,0,0,0,0,0,0.03,0,0.46,1,https://stackoverflow.com/questions/41448321/does-the-holy-trinity-ethereum-swarm-and-whisper-support-multimedia-streami
Doc624,0.05,0.06,0,0,0,0.16,0.16,0,0.17,0.4,9,https://stackoverflow.com/questions/37691994/how-hyperledger-fabric-handle-the-concurrent-of-invoke-of-the-same-key-value-p
Doc625,0,0.25,0,0.08,0,0,0,0,0,0.66,9,https://stackoverflow.com/questions/37596226/whats-the-difference-between-ethereum-and-chain
Doc626,0,0,0.64,0.1,0.1,0,0.15,0,0,0,2,https://stackoverflow.com/questions/73755971/typeerror-explicit-type-conversion-not-allowed-from-int-const-1-to-uint256
Doc627,0.03,0.17,0,0.07,0,0.03,0.05,0.29,0,0.37,9,https://stackoverflow.com/questions/72623122/why-are-there-no-decimal-numbers-in-solidity
Doc628,0.18,0,0,0.36,0.12,0.16,0.14,0.04,0,0,3,https://stackoverflow.com/questions/72462928/nethereum-the-method-eth-feehistory-does-not-exist-or-is-not-available
Doc629,0,0.05,0.83,0,0,0,0,0.12,0,0,2,https://stackoverflow.com/questions/71808619/erc20-insufficient-allowance
Doc630,0.1,0.09,0,0.51,0,0,0,0,0,0.3,3,https://stackoverflow.com/questions/70736559/is-there-some-relation-between-window-ethereum-injected-by-metamask-and-web3-js
Doc631,0,0,0,0.04,0.95,0,0,0,0,0,4,https://stackoverflow.com/questions/70668428/brownie-rinkeby-unable-to-expand-environment-variable-in-host-setting
Doc632,0.05,0,0.32,0.35,0.13,0.05,0.04,0.05,0,0,3,https://stackoverflow.com/questions/70666107/is-it-possible-to-call-a-erc20-function-inside-a-erc721-contract
Doc633,0.44,0,0,0.06,0,0,0,0.49,0,0,7,https://stackoverflow.com/questions/69050702/how-do-i-remove-the-minting-authority-from-my-custom-token-in-solana-using-sola
Doc634,0.78,0,0,0,0.07,0,0,0,0.15,0,0,https://stackoverflow.com/questions/68306263/is-there-any-method-or-a-way-to-check-accesskey-permission-on-the-near-account-i
Doc635,0.13,0.18,0.05,0.19,0,0,0.24,0.2,0,0,6,https://stackoverflow.com/questions/66861222/ethereum-is-there-a-way-to-know-the-storage-space-needed-by-my-smart-contract
Doc636,0.07,0,0.08,0,0,0.07,0,0.78,0,0,7,https://stackoverflow.com/questions/66733913/is-it-possible-to-reserve-an-address-on-solidity-smart-contract-creation-for-tax
Doc637,0,0,0.38,0,0,0,0.49,0.13,0,0,6,https://stackoverflow.com/questions/62398207/how-to-query-the-balance-of-a-trc20-token-for-a-given-trx-address
Doc638,0.21,0,0,0,0,0,0,0,0,0.79,9,https://stackoverflow.com/questions/58882523/decentralised-identity-management
Doc639,0.21,0.14,0,0,0.02,0.48,0.03,0.11,0,0,5,https://stackoverflow.com/questions/58813334/hash-does-not-change-even-when-data-set-is-changed-to-another-value
Doc640,0,0,0.03,0,0,0,0.32,0,0.56,0.08,8,https://stackoverflow.com/questions/56980085/how-to-add-collection-config-in-fabric-sdk-go
Doc641,0.05,0.49,0,0,0,0,0,0,0,0.46,1,https://stackoverflow.com/questions/55566023/can-old-block-data-be-deleted-from-a-blockchain
Doc642,0.26,0.03,0,0,0.06,0,0.59,0.01,0.05,0,6,https://stackoverflow.com/questions/53437717/chaincode-getstate-returns-an-empty-response
Doc643,0,0.68,0,0,0,0,0,0,0,0.32,1,https://stackoverflow.com/questions/53251645/storing-data-persistently-on-ipfs
Doc644,0,0,0,0.14,0,0.41,0.34,0,0.11,0,5,https://stackoverflow.com/questions/52054813/illegalflowlogicexception-a-flowlogicref-cannot-be-constructed-for-flowlogic
Doc645,0,0.07,0,0,0,0,0,0,0,0.92,9,https://stackoverflow.com/questions/51766059/hyperledger-sbft-vs-rbft
Doc646,0,0,0,0.02,0,0.28,0.32,0,0,0.38,9,https://stackoverflow.com/questions/50857955/hyperledger-composer-calling-a-query-within-a-transaction-that-updated-an-asset
Doc647,0.14,0.4,0.27,0,0,0,0.13,0,0,0.06,1,https://stackoverflow.com/questions/50662619/algorithm-for-finding-high-scores-in-solidity-ethereum
Doc648,0,0,0,0,0,0,0,0,0.1,0.89,9,https://stackoverflow.com/questions/50055620/single-organization-hyperledger-fabric-n-w
Doc649,0,0,0,0.01,0.09,0,0.07,0,0.7,0.13,8,https://stackoverflow.com/questions/50055366/is-it-possible-to-update-or-alter-smart-contract-chaincode-deployed-in-hyperle
Doc650,0,0.43,0,0,0,0,0.56,0,0,0,6,https://stackoverflow.com/questions/49631421/what-information-can-be-reversed-engineered-from-the-staterefs-received-by-a-no
Doc651,0,0,0,0,0.05,0,0,0,0,0.95,9,https://stackoverflow.com/questions/48869065/advantages-and-limitations-of-hyperledger-composer-over-fabric
Doc652,0,0,0.08,0,0.43,0.45,0.03,0,0,0,5,https://stackoverflow.com/questions/47645884/error-when-using-bitcore-explorer-with-bitcore-lib-bitcore
Doc653,0,0.41,0,0.1,0.16,0.3,0,0,0.03,0,1,https://stackoverflow.com/questions/47188266/how-to-speed-up-geth-transactions-in-private-blockchain
Doc654,0,0,0,0,0.37,0,0,0,0.46,0.16,8,https://stackoverflow.com/questions/46765309/hyperledger-fabric-1-0-ubuntu-16-04-setup-issue
Doc655,0,0,0,0,0.25,0,0,0,0.52,0.22,8,https://stackoverflow.com/questions/45608236/getting-started-with-hyperledger-fabric-java-sdk
Doc656,0.26,0,0.28,0.09,0.07,0.29,0,0,0,0,5,https://stackoverflow.com/questions/45380876/you-must-set-the-rng-randomutils-random-before-generating-random-numbers
Doc657,0.07,0.15,0,0.36,0,0.03,0,0,0,0.39,9,https://stackoverflow.com/questions/44713736/copying-a-smart-contract
Doc658,0,0,0,0,0,0.17,0.69,0,0.07,0.06,6,https://stackoverflow.com/questions/37348651/cannot-put-state-in-query-context
Doc659,0,0,0,0,0.21,0,0,0,0.67,0.12,8,https://stackoverflow.com/questions/36895263/manually-starting-hyperledger-peers-using-docker-images
Doc660,0,0.04,0,0.11,0,0.17,0,0,0,0.68,9,https://stackoverflow.com/questions/36118516/how-to-check-if-an-user-voted-but-to-be-impossible-to-see-for-whom
Doc661,0,0.83,0,0,0,0,0,0.15,0,0,1,https://stackoverflow.com/questions/25193053/python-script-to-pull-data-from-blockchain-json
Doc662,0.73,0,0.26,0,0,0,0,0,0,0,0,https://stackoverflow.com/questions/72922163/solidity-memory-vs-stack
Doc663,0.53,0,0,0.34,0,0.11,0,0,0,0.02,0,https://stackoverflow.com/questions/72889204/how-to-sign-messages-on-the-server-side-using-web3
Doc664,0,0.22,0,0,0,0.78,0,0,0,0,5,https://stackoverflow.com/questions/72261200/chainlink-vrf-v2-request-gas-fee-amount
Doc665,0.11,0,0,0.55,0,0.27,0.07,0,0,0,3,https://stackoverflow.com/questions/71905480/how-to-remove-smart-contract-in-near-protocol
Doc666,0,0,0,0,0.81,0,0,0,0,0.17,4,https://stackoverflow.com/questions/71618317/importing-tronweb-shows-import-error-cannot-import-name-hashable-from-collec
Doc667,0.31,0,0.2,0,0,0,0,0.38,0,0.1,7,https://stackoverflow.com/questions/71522649/is-there-any-real-world-example-of-nested-mappings-of-solidity
Doc668,0.73,0,0,0.08,0.07,0,0,0.11,0,0,0,https://stackoverflow.com/questions/70952165/why-metamask-if-web3-js-can-interact-directly-with-ganache
Doc669,0.1,0.36,0,0,0,0.23,0,0.25,0,0.05,1,https://stackoverflow.com/questions/70639715/lazy-mint-in-opensea-for-erc-1155
Doc670,0.3,0,0.3,0.4,0,0,0,0,0,0,3,https://stackoverflow.com/questions/70550344/how-to-find-duplicate-entry-in-solidity-array
Doc671,0.01,0.37,0,0,0,0.09,0,0.53,0,0,7,https://stackoverflow.com/questions/70264269/get-a-list-of-erc-20-transactions-by-address
Doc672,0.28,0.08,0.04,0.39,0.19,0,0.01,0,0,0,3,https://stackoverflow.com/questions/69799401/react-native-slow-freeze-whet-i-call-ethers-wallet-frommnemonic-ethers-js-5
Doc673,0.09,0,0.22,0.22,0,0,0,0.46,0,0,7,https://stackoverflow.com/questions/69751230/restrict-function-access-only-to-one-other-specific-contract-in-solidity
Doc674,0.48,0,0,0,0,0.09,0.42,0,0,0,0,https://stackoverflow.com/questions/69438889/near-functioncall-args-field
